"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (127C, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (128N, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (128C, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (129N, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (129C, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (130N, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (130C, Quinine37) / (126, Quinine37)"	"Abundance Ratio: (131, Quinine37) / (126, Quinine37)"	"Abundance: F9: 126, Sample, Quinine37"	"Abundance: F9: 127N, Sample, Quinine37"	"Abundance: F9: 127C, Sample, Quinine37"	"Abundance: F9: 128N, Sample, Quinine37"	"Abundance: F9: 128C, Sample, Quinine37"	"Abundance: F9: 129N, Sample, Quinine37"	"Abundance: F9: 129C, Sample, Quinine37"	"Abundance: F9: 130N, Sample, Quinine37"	"Abundance: F9: 130C, Sample, Quinine37"	"Abundance: F9: 131, Sample, Quinine37"	"Abundances Count: F9: 126, Sample, Quinine37"	"Abundances Count: F9: 127N, Sample, Quinine37"	"Abundances Count: F9: 127C, Sample, Quinine37"	"Abundances Count: F9: 128N, Sample, Quinine37"	"Abundances Count: F9: 128C, Sample, Quinine37"	"Abundances Count: F9: 129N, Sample, Quinine37"	"Abundances Count: F9: 129C, Sample, Quinine37"	"Abundances Count: F9: 130N, Sample, Quinine37"	"Abundances Count: F9: 130C, Sample, Quinine37"	"Abundances Count: F9: 131, Sample, Quinine37"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_1226300"	"organism=Plasmodium_falciparum_3D7 | product=haloacid dehalogenase-like hydrolase, putative (HAD2) | location=Pf3D7_12_v3:1065796-1066683(+) | length=295 | sequence_SO=chromosome | SO=protein_coding"	"49.4915254237288"	"12"	"57"	"12"	"1"	"295"	"33.247"	"7.23"	"Acetyl [N-Term]"	"1.001"	"1.186"	"3.596"	"1.200"	"1.138"	"2.362"	"1.379"	"0.538"	"1.365"	"3219.7"	"3223.8"	"3817.3"	"11579.1"	"3864.7"	"3663.9"	"7603.7"	"4440.3"	"1730.7"	"4396.5"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"39.842"	"0"	"1132.70896850764"	"12"
"False"	"IsMasterProtein"	"PF3D7_1115400"	"organism=Plasmodium_falciparum_3D7 | product=cysteine proteinase falcipain 3 (FP3) | location=Pf3D7_11_v3:584328-585806(-) | length=492 | sequence_SO=chromosome | SO=protein_coding"	"21.9512195121951"	"9"	"45"	"9"	"1"	"492"	"56.63"	"6.98"	""	"0.940"	"1.250"	"1.204"	"1.150"	"1.091"	"1.166"	"1.140"	"0.806"	"0.924"	"2512.7"	"2362.5"	"3141.5"	"3025.2"	"2888.4"	"2741.6"	"2929.4"	"2863.8"	"2025.6"	"2321.1"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"4.623"	"0"	"1122.71093023256"	"9"
"False"	"IsMasterProtein"	"PF3D7_0532100"	"organism=Plasmodium_falciparum_3D7 | product=early transcribed membrane protein 5 (ETRAMP5) | location=Pf3D7_05_v3:1301224-1301769(+) | length=181 | sequence_SO=chromosome | SO=protein_coding"	"17.1270718232044"	"2"	"22"	"2"	"1"	"181"	"19.018"	"5.41"	""	"0.946"	"1.251"	"1.263"	"1.161"	"1.181"	"1.195"	"1.091"	"0.831"	"0.910"	"1237.9"	"1170.8"	"1548.0"	"1563.4"	"1436.6"	"1462.5"	"1478.8"	"1350.7"	"1028.5"	"1126.9"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"24.119"	"0"	"1115.37470588235"	"2"
"False"	"IsMasterProtein"	"PF3D7_0309600"	"organism=Plasmodium_falciparum_3D7 | product=60S acidic ribosomal protein P2 (PfP2) | location=Pf3D7_03_v3:407980-408318(+) | length=112 | sequence_SO=chromosome | SO=protein_coding"	"67.8571428571429"	"5"	"32"	"5"	"1"	"112"	"11.941"	"4.55"	""	"0.883"	"1.246"	"1.205"	"1.244"	"1.199"	"1.176"	"1.175"	"1.121"	"0.946"	"995.5"	"878.6"	"1240.2"	"1199.7"	"1238.0"	"1194.1"	"1171.0"	"1170.2"	"1115.8"	"941.8"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"62.096"	"0"	"1094.62"	"5"
"False"	"IsMasterProtein"	"PF3D7_0707300"	"organism=Plasmodium_falciparum_3D7 | product=rhoptry-associated membrane antigen (RAMA) | location=Pf3D7_07_v3:338885-342083(+) | length=861 | sequence_SO=chromosome | SO=protein_coding"	"29.0360046457607"	"19"	"52"	"19"	"1"	"861"	"103.577"	"4.3"	""	"0.939"	"1.254"	"1.204"	"1.123"	"1.098"	"1.143"	"1.131"	"0.757"	"0.979"	"1854.5"	"1742.0"	"2325.1"	"2232.3"	"2081.7"	"2036.8"	"2120.1"	"2098.3"	"1404.1"	"1815.8"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"6.017"	"0"	"1082.74876238356"	"19"
"False"	"IsMasterProtein"	"PF3D7_1232100"	"organism=Plasmodium_falciparum_3D7 | product=60 kDa chaperonin (CPN60) | location=Pf3D7_12_v3:1328311-1331371(-) | length=718 | sequence_SO=chromosome | SO=protein_coding"	"41.7827298050139"	"25"	"61"	"25"	"1"	"718"	"81.434"	"5.11"	""	"0.891"	"1.187"	"1.200"	"1.143"	"1.122"	"1.192"	"1.092"	"0.823"	"0.917"	"3291.6"	"2931.9"	"3905.7"	"3951.2"	"3762.3"	"3691.6"	"3923.0"	"3593.5"	"2708.1"	"3017.7"	"29"	"29"	"29"	"29"	"29"	"29"	"29"	"29"	"29"	"29"	"9.608"	"0"	"1082.47428189721"	"25"
"False"	"IsMasterProtein"	"PF3D7_1304500"	"organism=Plasmodium_falciparum_3D7 | product=small heat shock protein, putative | location=Pf3D7_13_v3:235800-236435(-) | length=211 | sequence_SO=chromosome | SO=protein_coding"	"55.4502369668246"	"11"	"65"	"11"	"1"	"211"	"25.179"	"6.44"	""	"1.066"	"1.284"	"1.388"	"1.063"	"1.112"	"1.168"	"1.122"	"0.859"	"0.922"	"4966.5"	"5292.7"	"6376.5"	"6895.2"	"5281.7"	"5522.5"	"5801.1"	"5572.5"	"4264.1"	"4581.3"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"137.95"	"0"	"1067.59385945184"	"11"
"False"	"IsMasterProtein"	"PF3D7_1311900"	"organism=Plasmodium_falciparum_3D7 | product=V-type proton ATPase catalytic subunit A (vapA) | location=Pf3D7_13_v3:507900-509735(+) | length=611 | sequence_SO=chromosome | SO=protein_coding"	"46.481178396072"	"23"	"66"	"21"	"1"	"611"	"68.532"	"5.69"	""	"0.906"	"1.168"	"1.268"	"1.105"	"1.050"	"1.140"	"1.160"	"0.772"	"0.867"	"3725.3"	"3374.3"	"4351.9"	"4723.3"	"4115.7"	"3912.5"	"4245.5"	"4321.5"	"2876.4"	"3230.7"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"13.125"	"3"	"1044.41255102689"	"23"
"False"	"IsMasterProtein"	"PF3D7_0518300"	"organism=Plasmodium_falciparum_3D7 | product=proteasome subunit beta type-1, putative | location=Pf3D7_05_v3:759831-760998(-) | length=240 | sequence_SO=chromosome | SO=protein_coding"	"45"	"11"	"65"	"11"	"1"	"240"	"27.251"	"7.08"	""	"0.942"	"1.192"	"1.218"	"1.121"	"1.091"	"1.126"	"1.094"	"0.824"	"0.845"	"4545.9"	"4284.1"	"5418.9"	"5536.4"	"5095.9"	"4960.7"	"5118.1"	"4973.3"	"3745.5"	"3839.8"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"41.17"	"0"	"1038.63739219129"	"11"
"False"	"IsMasterProtein"	"PF3D7_1021600"	"organism=Plasmodium_falciparum_3D7 | product=deoxyribose-phosphate aldolase, putative | location=Pf3D7_10_v3:871095-871886(+) | length=263 | sequence_SO=chromosome | SO=protein_coding"	"55.1330798479088"	"14"	"54"	"14"	"1"	"263"	"28.961"	"7.21"	""	"0.924"	"1.205"	"1.180"	"1.093"	"1.107"	"1.132"	"1.124"	"0.812"	"0.944"	"4683.7"	"4325.8"	"5644.9"	"5527.9"	"5121.5"	"5186.5"	"5303.3"	"5266.5"	"3801.1"	"4422.2"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"19.691"	"0"	"957.886645477458"	"14"
"False"	"IsMasterProtein"	"PF3D7_0505800"	"organism=Plasmodium_falciparum_3D7 | product=small ubiquitin-related modifier (SUMO) | location=Pf3D7_05_v3:252047-252606(-) | length=100 | sequence_SO=chromosome | SO=protein_coding"	"53"	"5"	"62"	"5"	"1"	"100"	"11.053"	"4.91"	"Acetyl [N-Term; N-Term]"	"0.937"	"1.195"	"1.389"	"1.158"	"1.150"	"1.255"	"1.194"	"0.647"	"1.031"	"1633.8"	"1530.4"	"1952.4"	"2268.7"	"1892.5"	"1879.6"	"2050.6"	"1950.1"	"1057.6"	"1684.4"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"2153.435"	"0"	"953.252481460054"	"5"
"False"	"IsMasterProtein"	"PF3D7_0626700"	"organism=Plasmodium_falciparum_3D7 | product=conserved protein, unknown function | location=Pf3D7_06_v3:1075018-1076136(+) | length=372 | sequence_SO=chromosome | SO=protein_coding"	"45.4301075268817"	"14"	"61"	"14"	"1"	"372"	"43.622"	"7.56"	""	"0.927"	"1.216"	"1.163"	"1.116"	"1.084"	"1.150"	"1.137"	"0.878"	"0.984"	"4939.8"	"4580.9"	"6007.0"	"5744.7"	"5511.7"	"5354.9"	"5679.8"	"5615.0"	"4337.9"	"4860.5"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"11.798"	"0"	"937.498378070066"	"14"
"False"	"IsMasterProtein"	"PF3D7_1035200"	"organism=Plasmodium_falciparum_3D7 | product=S-antigen | location=Pf3D7_10_v3:1394839-1396596(+) | length=585 | sequence_SO=chromosome | SO=protein_coding"	"81.7094017094017"	"13"	"59"	"13"	"1"	"585"	"62.91"	"4.4"	""	"1.050"	"1.280"	"1.596"	"1.214"	"1.196"	"1.296"	"1.227"	"0.693"	"1.023"	"2021.2"	"2121.7"	"2586.9"	"3224.9"	"2454.2"	"2418.1"	"2619.3"	"2479.2"	"1401.3"	"2067.4"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"7.003"	"0"	"935.92363238003"	"13"
"False"	"IsMasterProtein"	"PF3D7_1360800"	"organism=Plasmodium_falciparum_3D7 | product=falcilysin (FLN) | location=Pf3D7_13_v3:2435343-2438924(+) | length=1193 | sequence_SO=chromosome | SO=protein_coding"	"33.5289186923722"	"39"	"75"	"39"	"1"	"1193"	"138.776"	"7.01"	""	"0.948"	"1.136"	"2.617"	"1.128"	"1.119"	"1.877"	"1.179"	"0.643"	"1.130"	"3976.3"	"3770.6"	"4517.7"	"10407.7"	"4485.8"	"4448.0"	"7461.6"	"4688.8"	"2555.4"	"4494.2"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"48"	"4.422"	"0"	"925.626291545905"	"39"
"False"	"IsMasterProtein"	"PF3D7_1128400"	"organism=Plasmodium_falciparum_3D7 | product=geranylgeranyl pyrophosphate synthase, putative (GGPPS) | location=Pf3D7_11_v3:1104216-1106505(-) | length=376 | sequence_SO=chromosome | SO=protein_coding"	"51.063829787234"	"18"	"95"	"18"	"1"	"376"	"44.433"	"5.52"	"Acetyl [N-Term]"	"0.902"	"1.234"	"1.199"	"1.108"	"1.077"	"1.162"	"1.110"	"0.878"	"0.963"	"4051.8"	"3654.1"	"5001.0"	"4858.7"	"4487.7"	"4362.8"	"4707.5"	"4495.8"	"3558.4"	"3903.8"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"26.542"	"0"	"919.548337177359"	"18"
"False"	"IsMasterProtein"	"PF3D7_1453700"	"organism=Plasmodium_falciparum_3D7 | product=co-chaperone p23 (P23) | location=Pf3D7_14_v3:2207027-2208320(+) | length=275 | sequence_SO=chromosome | SO=protein_coding"	"37.4545454545455"	"10"	"64"	"10"	"1"	"275"	"30.472"	"4.37"	""	"0.979"	"1.284"	"1.289"	"1.250"	"1.132"	"1.163"	"1.219"	"0.734"	"1.019"	"4840.2"	"4736.7"	"6217.2"	"6238.8"	"6051.5"	"5480.3"	"5627.2"	"5901.2"	"3554.5"	"4933.4"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"186.382"	"0"	"916.848867924528"	"10"
"False"	"IsMasterProtein"	"PF3D7_1103100"	"organism=Plasmodium_falciparum_3D7 | product=60S acidic ribosomal protein P1, putative (RPP1) | location=Pf3D7_11_v3:140048-140801(-) | length=118 | sequence_SO=chromosome | SO=protein_coding"	"67.7966101694915"	"5"	"31"	"5"	"1"	"118"	"13.006"	"4.6"	"Acetyl [N-Term]"	"0.869"	"1.224"	"1.198"	"1.229"	"1.152"	"1.123"	"1.222"	"1.101"	"0.994"	"1696.3"	"1474.5"	"2076.9"	"2032.0"	"2085.2"	"1953.6"	"1904.9"	"2072.2"	"1868.3"	"1685.9"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"315.228"	"0"	"912.614281067759"	"5"
"False"	"IsMasterProtein"	"PF3D7_1424100"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein L5, putative | location=Pf3D7_14_v3:973853-975543(-) | length=294 | sequence_SO=chromosome | SO=protein_coding"	"56.1224489795918"	"15"	"44"	"15"	"1"	"294"	"33.977"	"9.77"	""	"0.859"	"1.213"	"1.158"	"1.193"	"1.154"	"1.214"	"1.093"	"1.231"	"1.089"	"2720.6"	"2336.6"	"3300.6"	"3150.2"	"3244.5"	"3139.1"	"3304.1"	"2972.6"	"3349.1"	"2963.1"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"45.416"	"0"	"908.324688125544"	"15"
"False"	"IsMasterProtein"	"PF3D7_0503400"	"organism=Plasmodium_falciparum_3D7 | product=actin-depolymerizing factor 1 (ADF1) | location=Pf3D7_05_v3:140710-141471(+) | length=122 | sequence_SO=chromosome | SO=protein_coding"	"66.3934426229508"	"7"	"44"	"7"	"1"	"122"	"13.732"	"7.78"	""	"0.973"	"1.247"	"1.341"	"1.151"	"1.094"	"1.199"	"1.176"	"0.864"	"1.075"	"1892.6"	"1842.2"	"2359.3"	"2538.9"	"2177.9"	"2070.5"	"2269.8"	"2226.6"	"1634.4"	"2034.7"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"128.155"	"0"	"907.77"	"7"
"False"	"IsMasterProtein"	"PF3D7_1117700"	"organism=Plasmodium_falciparum_3D7 | product=GTP-binding nuclear protein RAN/TC4 (RAN) | location=Pf3D7_11_v3:670711-671515(-) | length=214 | sequence_SO=chromosome | SO=protein_coding"	"71.4953271028037"	"15"	"63"	"13"	"1"	"214"	"24.86"	"7.94"	"Acetyl [N-Term]"	"1.011"	"1.284"	"1.248"	"1.086"	"1.012"	"1.074"	"1.115"	"0.692"	"1.018"	"4056.5"	"4102.2"	"5209.4"	"5062.7"	"4405.1"	"4104.5"	"4355.5"	"4523.7"	"2807.1"	"4127.5"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"113.505"	"4"	"905.747227865539"	"15"
"False"	"IsMasterProtein"	"PF3D7_1461900"	"organism=Plasmodium_falciparum_3D7 | product=valine--tRNA ligase, putative | location=Pf3D7_14_v3:2514673-2517945(+) | length=1090 | sequence_SO=chromosome | SO=protein_coding"	"29.3577981651376"	"32"	"78"	"32"	"1"	"1090"	"127.989"	"6.87"	""	"0.968"	"1.233"	"1.274"	"1.118"	"1.130"	"1.117"	"1.161"	"0.830"	"0.979"	"5778.9"	"5596.2"	"7125.2"	"7359.9"	"6461.4"	"6528.2"	"6456.9"	"6711.6"	"4794.8"	"5656.9"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"4.353"	"0"	"889.394921877575"	"32"
"False"	"IsMasterProtein"	"PF3D7_1035900"	"organism=Plasmodium_falciparum_3D7 | product=probable protein, unknown function (M566) | location=Pf3D7_10_v3:1423983-1425683(+) | length=566 | sequence_SO=chromosome | SO=protein_coding"	"59.7173144876325"	"21"	"49"	"21"	"1"	"566"	"65.112"	"3.92"	""	"0.942"	"1.259"	"1.150"	"1.136"	"1.093"	"1.149"	"1.158"	"0.795"	"0.922"	"3978.6"	"3749.8"	"5009.7"	"4574.4"	"4521.5"	"4349.4"	"4569.7"	"4609.1"	"3162.9"	"3669.0"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"4.179"	"0"	"879.778174200876"	"21"
"False"	"IsMasterProtein"	"PF3D7_0507100"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein L4 (RPL4) | location=Pf3D7_05_v3:294668-295903(-) | length=411 | sequence_SO=chromosome | SO=protein_coding"	"44.7688564476886"	"16"	"43"	"16"	"1"	"411"	"46.183"	"10.49"	"Acetyl [N-Term]"	"0.872"	"1.236"	"1.177"	"1.226"	"1.157"	"1.302"	"1.019"	"1.448"	"1.128"	"2817.8"	"2458.2"	"3484.1"	"3317.6"	"3454.5"	"3260.3"	"3669.5"	"2871.8"	"4081.3"	"3179.2"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"9.965"	"0"	"876.745609756098"	"16"
"False"	"IsMasterProtein"	"PF3D7_0209400"	"organism=Plasmodium_falciparum_3D7 | product=conserved protein, unknown function | location=Pf3D7_02_v3:388424-390611(-) | length=450 | sequence_SO=chromosome | SO=protein_coding"	"44"	"20"	"65"	"20"	"1"	"450"	"54.433"	"5.95"	""	"0.941"	"1.237"	"1.187"	"1.128"	"1.090"	"1.137"	"1.100"	"0.823"	"0.943"	"4813.3"	"4530.1"	"5954.6"	"5713.3"	"5431.5"	"5248.4"	"5473.7"	"5292.8"	"3960.4"	"4540.4"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"31"	"10.406"	"0"	"870.155575068897"	"20"
"False"	"IsMasterProtein"	"PF3D7_1471100"	"organism=Plasmodium_falciparum_3D7 | product=exported protein 2 (EXP2) | location=Pf3D7_14_v3:2905163-2906565(-) | length=287 | sequence_SO=chromosome | SO=protein_coding"	"50.8710801393728"	"12"	"46"	"12"	"1"	"287"	"33.391"	"5.27"	""	"0.926"	"1.211"	"1.241"	"1.114"	"1.129"	"1.220"	"1.085"	"0.958"	"0.881"	"3008.6"	"2786.0"	"3642.9"	"3733.4"	"3351.4"	"3397.9"	"3671.5"	"3263.4"	"2883.6"	"2651.5"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"28.552"	"0"	"850.953193746749"	"12"
"False"	"IsMasterProtein"	"PF3D7_1130200"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein P0 (PfP0) | location=Pf3D7_11_v3:1165221-1166171(+) | length=316 | sequence_SO=chromosome | SO=protein_coding"	"56.0126582278481"	"14"	"46"	"14"	"1"	"316"	"34.945"	"6.71"	""	"0.883"	"1.268"	"1.289"	"1.293"	"1.189"	"1.369"	"1.203"	"1.345"	"1.143"	"2362.9"	"2086.6"	"2997.2"	"3045.0"	"3056.1"	"2810.1"	"3235.6"	"2842.5"	"3178.2"	"2700.9"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"11.452"	"0"	"826.749161631396"	"14"
"False"	"IsMasterProtein"	"PF3D7_0814900"	"organism=Plasmodium_falciparum_3D7 | product=superoxide dismutase [Fe] (FeSOD) | location=Pf3D7_08_v3:708228-708824(+) | length=198 | sequence_SO=chromosome | SO=protein_coding"	"45.959595959596"	"7"	"39"	"7"	"1"	"198"	"22.719"	"6.79"	"Acetyl [N-Term]"	"0.958"	"1.121"	"0.907"	"1.071"	"1.091"	"0.982"	"1.127"	"0.956"	"1.062"	"2387.4"	"2286.4"	"2676.3"	"2164.4"	"2557.5"	"2605.8"	"2345.5"	"2689.9"	"2282.8"	"2536.2"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"16.783"	"0"	"818.974762323211"	"7"
"False"	"IsMasterProtein"	"PF3D7_0406100"	"organism=Plasmodium_falciparum_3D7 | product=V-type proton ATPase subunit B | location=Pf3D7_04_v3:323267-325225(-) | length=494 | sequence_SO=chromosome | SO=protein_coding"	"52.2267206477733"	"20"	"36"	"18"	"1"	"494"	"55.753"	"5.68"	""	"1.016"	"1.240"	"1.733"	"1.130"	"1.152"	"1.324"	"1.217"	"0.788"	"1.014"	"1153.6"	"1171.5"	"1430.3"	"1999.2"	"1304.0"	"1328.5"	"1527.6"	"1403.8"	"908.5"	"1169.5"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"8.261"	"1"	"805.516995130157"	"20"
"False"	"IsMasterProtein"	"PF3D7_0935900"	"organism=Plasmodium_falciparum_3D7 | product=ring-exported protein 1 (REX1) | location=Pf3D7_09_v3:1420483-1422807(-) | length=713 | sequence_SO=chromosome | SO=protein_coding"	"43.3380084151473"	"23"	"56"	"23"	"1"	"713"	"82.991"	"5.59"	"Acetyl [N-Term]"	"0.910"	"1.164"	"1.468"	"1.190"	"1.130"	"1.450"	"1.158"	"0.798"	"1.125"	"2557.7"	"2326.6"	"2977.3"	"3754.8"	"3043.3"	"2889.9"	"3708.0"	"2961.5"	"2041.3"	"2876.3"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"5.516"	"0"	"790.811258143138"	"23"
"False"	"IsMasterProtein"	"PF3D7_1110400"	"organism=Plasmodium_falciparum_3D7 | product=asparagine-rich antigen | location=Pf3D7_11_v3:414797-419556(+) | length=1483 | sequence_SO=chromosome | SO=protein_coding"	"14.8347943358058"	"20"	"89"	"20"	"1"	"1483"	"173.819"	"9.17"	"Acetyl [N-Term]"	"0.952"	"1.245"	"1.230"	"1.152"	"1.128"	"1.159"	"1.225"	"1.108"	"1.525"	"3044.3"	"2899.1"	"3789.7"	"3744.3"	"3506.8"	"3434.1"	"3528.1"	"3729.1"	"3373.2"	"4641.2"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"2.033"	"0"	"778.314895440293"	"20"
"False"	"IsMasterProtein"	"PF3D7_0525100"	"organism=Plasmodium_falciparum_3D7 | product=acyl-CoA synthetase (ACS10) | location=Pf3D7_05_v3:1041745-1043766(+) | length=673 | sequence_SO=chromosome | SO=protein_coding"	"29.4205052005944"	"18"	"49"	"18"	"1"	"673"	"76.803"	"8.21"	"Acetyl [N-Term]"	"0.941"	"1.153"	"1.471"	"1.098"	"1.029"	"1.200"	"1.108"	"0.670"	"0.968"	"2728.8"	"2567.6"	"3145.2"	"4014.7"	"2996.5"	"2808.3"	"3273.6"	"3023.2"	"1829.5"	"2640.4"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"6.499"	"0"	"772.477142857143"	"18"
"False"	"IsMasterProtein"	"PF3D7_1355500"	"organism=Plasmodium_falciparum_3D7 | product=serine/threonine protein phosphatase 5 (PP5) | location=Pf3D7_13_v3:2199594-2201570(+) | length=658 | sequence_SO=chromosome | SO=protein_coding"	"48.936170212766"	"28"	"76"	"28"	"1"	"658"	"76.84"	"5.17"	""	"0.981"	"1.264"	"1.265"	"1.226"	"1.156"	"1.108"	"1.205"	"0.936"	"1.056"	"4399.8"	"4317.9"	"5561.5"	"5567.6"	"5394.2"	"5084.6"	"4875.8"	"5299.9"	"4117.1"	"4647.6"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"38"	"11.165"	"0"	"771.352172579653"	"28"
"False"	"IsMasterProtein"	"PF3D7_1132200"	"organism=Plasmodium_falciparum_3D7 | product=T-complex protein 1 subunit alpha (TCP1) | location=Pf3D7_11_v3:1248310-1250232(-) | length=544 | sequence_SO=chromosome | SO=protein_coding"	"42.4632352941176"	"22"	"44"	"22"	"1"	"544"	"60.223"	"7.08"	""	"0.977"	"1.202"	"1.433"	"1.160"	"1.082"	"1.202"	"1.117"	"0.707"	"0.924"	"3276.8"	"3200.2"	"3939.0"	"4696.4"	"3800.3"	"3547.0"	"3938.9"	"3661.8"	"2316.7"	"3026.7"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"28"	"5.31"	"0"	"770.673298882484"	"22"
"False"	"IsMasterProtein"	"PF3D7_1012500"	"organism=Plasmodium_falciparum_3D7 | product=phosphoglucomutase, putative | location=Pf3D7_10_v3:478758-480539(-) | length=593 | sequence_SO=chromosome | SO=protein_coding"	"31.3659359190556"	"18"	"42"	"18"	"1"	"593"	"68.256"	"6.81"	""	"0.948"	"1.272"	"1.175"	"1.164"	"1.114"	"1.155"	"1.165"	"0.835"	"0.999"	"2773.1"	"2628.9"	"3528.7"	"3259.5"	"3228.5"	"3089.4"	"3202.7"	"3231.4"	"2315.8"	"2770.6"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"6.686"	"0"	"766.507894736842"	"18"
"False"	"IsMasterProtein"	"PF3D7_1346300"	"organism=Plasmodium_falciparum_3D7 | product=DNA/RNA-binding protein Alba 2 (ALBA2) | location=Pf3D7_13_v3:1849528-1850517(+) | length=211 | sequence_SO=chromosome | SO=protein_coding"	"45.9715639810427"	"9"	"42"	"9"	"1"	"211"	"24.969"	"7.97"	""	"0.901"	"1.256"	"1.245"	"1.206"	"1.157"	"1.224"	"1.148"	"0.984"	"1.069"	"3891.1"	"3506.5"	"4888.9"	"4842.7"	"4691.1"	"4500.3"	"4763.7"	"4468.8"	"3827.0"	"4157.9"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"67.129"	"0"	"757.93625"	"9"
"False"	"IsMasterProtein"	"PF3D7_0413900"	"organism=Plasmodium_falciparum_3D7 | product=ubiquitin carboxyl-terminal hydrolase 13, putative (USP13) | location=Pf3D7_04_v3:623168-626226(-) | length=853 | sequence_SO=chromosome | SO=protein_coding"	"33.411488862837"	"24"	"53"	"24"	"1"	"853"	"98.409"	"5.34"	""	"1.016"	"1.325"	"1.306"	"1.260"	"1.153"	"1.153"	"1.192"	"0.802"	"1.003"	"2885.8"	"2931.2"	"3824.8"	"3768.0"	"3635.6"	"3326.5"	"3326.0"	"3440.0"	"2313.3"	"2894.0"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"5.201"	"0"	"737.857209302326"	"24"
"False"	"IsMasterProtein"	"PF3D7_1124600"	"organism=Plasmodium_falciparum_3D7 | product=ethanolamine kinase (EK) | location=Pf3D7_11_v3:970105-971376(-) | length=423 | sequence_SO=chromosome | SO=protein_coding"	"51.063829787234"	"20"	"65"	"20"	"1"	"423"	"49.882"	"5.81"	""	"0.974"	"1.220"	"1.905"	"1.244"	"1.097"	"1.439"	"1.168"	"0.617"	"0.977"	"4100.9"	"3993.9"	"5003.3"	"7810.7"	"5103.3"	"4498.0"	"5901.9"	"4790.1"	"2529.1"	"4007.7"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"14.086"	"0"	"736.336167362295"	"20"
