"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, DMSO) / (126, DMSO)"	"Abundance Ratio: (127C, DMSO) / (126, DMSO)"	"Abundance Ratio: (128N, DMSO) / (126, DMSO)"	"Abundance Ratio: (128C, DMSO) / (126, DMSO)"	"Abundance Ratio: (129N, DMSO) / (126, DMSO)"	"Abundance Ratio: (129C, DMSO) / (126, DMSO)"	"Abundance Ratio: (130N, DMSO) / (126, DMSO)"	"Abundance Ratio: (130C, DMSO) / (126, DMSO)"	"Abundance Ratio: (131, DMSO) / (126, DMSO)"	"Abundance: F1: 126, Sample, DMSO"	"Abundance: F1: 127N, Sample, DMSO"	"Abundance: F1: 127C, Sample, DMSO"	"Abundance: F1: 128N, Sample, DMSO"	"Abundance: F1: 128C, Sample, DMSO"	"Abundance: F1: 129N, Sample, DMSO"	"Abundance: F1: 129C, Sample, DMSO"	"Abundance: F1: 130N, Sample, DMSO"	"Abundance: F1: 130C, Sample, DMSO"	"Abundance: F1: 131, Sample, DMSO"	"Abundances Count: F1: 126, Sample, DMSO"	"Abundances Count: F1: 127N, Sample, DMSO"	"Abundances Count: F1: 127C, Sample, DMSO"	"Abundances Count: F1: 128N, Sample, DMSO"	"Abundances Count: F1: 128C, Sample, DMSO"	"Abundances Count: F1: 129N, Sample, DMSO"	"Abundances Count: F1: 129C, Sample, DMSO"	"Abundances Count: F1: 130N, Sample, DMSO"	"Abundances Count: F1: 130C, Sample, DMSO"	"Abundances Count: F1: 131, Sample, DMSO"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_1319400"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:801712-806029(+) | length=1070 | sequence_SO=chromosome | SO=protein_coding"	"15.3271028037383"	"16"	"23"	"15"	"1"	"1070"	"127.59"	"7.44"	""	"0.950"	"0.799"	"0.672"	"0.482"	"0.469"	"0.460"	"0.458"	"0.386"	"0.407"	"4324.6"	"4109.7"	"3455.3"	"2906.9"	"2086.6"	"2029.0"	"1987.9"	"1981.8"	"1668.7"	"1759.6"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"0.812"	"0"	"431.735859841958"	"16"
"False"	"IsMasterProtein"	"PF3D7_1037100"	"organism=Plasmodium_falciparum_3D7 | product=pyruvate kinase 2 (PyKII) | location=Pf3D7_10_v3:1469990-1472227(-) | length=745 | sequence_SO=chromosome | SO=protein_coding"	"25.503355704698"	"16"	"22"	"16"	"1"	"745"	"86.63"	"7.96"	""	"0.898"	"0.833"	"0.632"	"0.369"	"0.216"	"0.138"	"0.102"	"0.069"	"0.060"	"4707.7"	"4229.2"	"3920.3"	"2973.7"	"1737.2"	"1015.8"	"648.9"	"478.7"	"326.6"	"283.9"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"1.358"	"0"	"431.426402239317"	"16"
"False"	"IsMasterProtein"	"PF3D7_1019700"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_10_v3:800278-803502(-) | length=1074 | sequence_SO=chromosome | SO=protein_coding"	"26.7225325884544"	"20"	"28"	"20"	"1"	"1074"	"128.134"	"5.38"	""	"0.940"	"0.959"	"0.910"	"0.743"	"0.697"	"0.710"	"0.732"	"0.644"	"0.693"	"3852.9"	"3622.9"	"3693.2"	"3507.8"	"2863.2"	"2686.3"	"2736.9"	"2820.6"	"2479.8"	"2669.4"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"0.995"	"0"	"431.389523809524"	"20"
"False"	"IsMasterProtein"	"PF3D7_0626700"	"organism=Plasmodium_falciparum_3D7 | product=conserved protein, unknown function | location=Pf3D7_06_v3:1075018-1076136(+) | length=372 | sequence_SO=chromosome | SO=protein_coding"	"23.9247311827957"	"8"	"21"	"8"	"1"	"372"	"43.622"	"7.56"	""	"0.962"	"0.965"	"0.998"	"0.865"	"0.851"	"0.781"	"0.569"	"0.229"	"0.144"	"2140.7"	"2059.1"	"2064.9"	"2135.8"	"1851.1"	"1821.3"	"1672.2"	"1218.1"	"489.2"	"307.3"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"1.471"	"0"	"431.063257072386"	"8"
"False"	"IsMasterProtein"	"PF3D7_1353300"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:2132068-2138583(-) | length=2068 | sequence_SO=chromosome | SO=protein_coding"	"12.4274661508704"	"27"	"29"	"26"	"1"	"2068"	"248.104"	"8.35"	""	"0.857"	"0.886"	"0.793"	"0.652"	"0.596"	"0.638"	"0.655"	"0.553"	"0.611"	"3092.2"	"2649.0"	"2738.6"	"2452.5"	"2016.7"	"1843.6"	"1972.6"	"2024.5"	"1711.0"	"1888.4"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"26"	"0.585"	"1"	"430.474886619638"	"27"
"False"	"IsMasterProtein"	"PF3D7_0801700"	"organism=Plasmodium_falciparum_3D7 | product=sentrin-specific protease 2, putative (SENP2) | location=Pf3D7_08_v3:112299-117877(+) | length=1784 | sequence_SO=chromosome | SO=protein_coding"	"11.042600896861"	"17"	"21"	"17"	"1"	"1784"	"210.75"	"6.62"	""	"0.927"	"0.969"	"0.933"	"0.744"	"0.672"	"0.698"	"0.724"	"0.619"	"0.670"	"2606.5"	"2416.0"	"2524.4"	"2431.4"	"1939.6"	"1750.7"	"1819.1"	"1885.9"	"1613.7"	"1745.5"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"0.542"	"0"	"429.201259825963"	"17"
"False"	"IsMasterProtein"	"PF3D7_0320500"	"organism=Plasmodium_falciparum_3D7 | product=nicotinamidase, putative (Nico) | location=Pf3D7_03_v3:860813-862102(+) | length=429 | sequence_SO=chromosome | SO=protein_coding"	"24.009324009324"	"12"	"37"	"12"	"1"	"429"	"50.119"	"5.52"	""	"0.898"	"0.906"	"0.932"	"0.755"	"0.674"	"0.603"	"0.466"	"0.268"	"0.161"	"4034.8"	"3621.9"	"3657.3"	"3760.0"	"3047.5"	"2720.3"	"2431.5"	"1878.9"	"1082.2"	"649.9"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"9"	"0"	"428.880490993155"	"12"
"False"	"IsMasterProtein"	"PF3D7_0917600"	"organism=Plasmodium_falciparum_3D7 | product=pre-mRNA-splicing factor ATP-dependent RNA helicase PRP43, putative (PRP43) | location=Pf3D7_09_v3:729674-732136(-) | length=820 | sequence_SO=chromosome | SO=protein_coding"	"16.8292682926829"	"12"	"21"	"12"	"1"	"820"	"94.086"	"7.33"	""	"0.877"	"0.807"	"0.644"	"0.526"	"0.478"	"0.495"	"0.496"	"0.419"	"0.433"	"2087.0"	"1829.8"	"1683.9"	"1344.3"	"1096.8"	"997.0"	"1033.7"	"1034.4"	"874.7"	"904.0"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"1.512"	"0"	"427.418816401494"	"12"
"False"	"IsMasterProtein"	"PF3D7_1027100"	"organism=Plasmodium_falciparum_3D7 | product=U3 small nucleolar ribonucleoprotein protein MPP10, putative (MPP10) | location=Pf3D7_10_v3:1133838-1136156(-) | length=772 | sequence_SO=chromosome | SO=protein_coding"	"25.1295336787565"	"18"	"29"	"18"	"1"	"772"	"92.41"	"4.65"	""	"0.953"	"0.993"	"0.966"	"0.800"	"0.719"	"0.779"	"0.790"	"0.703"	"0.709"	"3841.7"	"3661.4"	"3816.2"	"3709.4"	"3074.9"	"2763.3"	"2993.8"	"3034.5"	"2701.0"	"2725.6"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"1.738"	"0"	"427.143737623783"	"18"
"False"	"IsMasterProtein"	"PF3D7_0413700"	"organism=Plasmodium_falciparum_3D7 | product=lysine decarboxylase-like protein, putative | location=Pf3D7_04_v3:619786-620802(-) | length=338 | sequence_SO=chromosome | SO=protein_coding"	"27.810650887574"	"9"	"20"	"9"	"1"	"338"	"38.996"	"8.66"	""	"0.909"	"0.784"	"0.489"	"0.199"	"0.133"	"0.094"	"0.087"	"0.100"	"0.068"	"3556.2"	"3232.0"	"2789.7"	"1738.4"	"707.0"	"471.4"	"335.6"	"308.5"	"354.2"	"243.1"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"2.981"	"0"	"427.079810296699"	"9"
"False"	"IsMasterProtein"	"PF3D7_1022600"	"organism=Plasmodium_falciparum_3D7 | product=kelch protein, putative | location=Pf3D7_10_v3:948477-951152(+) | length=891 | sequence_SO=chromosome | SO=protein_coding"	"12.682379349046"	"9"	"18"	"9"	"1"	"891"	"105.644"	"6.2"	""	"0.956"	"0.910"	"0.769"	"0.384"	"0.294"	"0.254"	"0.216"	"0.185"	"0.163"	"1594.8"	"1525.1"	"1450.7"	"1226.9"	"612.1"	"469.1"	"405.3"	"344.1"	"294.4"	"260.2"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"0.677"	"0"	"427.06"	"9"
"False"	"IsMasterProtein"	"PF3D7_1465900"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S3 | location=Pf3D7_14_v3:2684141-2685534(+) | length=221 | sequence_SO=chromosome | SO=protein_coding"	"45.2488687782805"	"12"	"29"	"11"	"1"	"221"	"24.652"	"10.18"	""	"0.834"	"0.585"	"0.273"	"0.137"	"0.107"	"0.092"	"0.088"	"0.077"	"0.067"	"6965.0"	"5808.3"	"4075.2"	"1900.1"	"952.5"	"742.5"	"643.5"	"613.9"	"537.2"	"464.5"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"7.733"	"1"	"426.776490690101"	"12"
"False"	"IsMasterProtein"	"PF3D7_1361100"	"organism=Plasmodium_falciparum_3D7 | product=protein transport protein Sec24A (SEC24A) | location=Pf3D7_13_v3:2450461-2453760(+) | length=940 | sequence_SO=chromosome | SO=protein_coding"	"7.5531914893617"	"6"	"15"	"6"	"1"	"940"	"106.617"	"7.05"	""	"0.831"	"0.661"	"0.290"	"0.176"	"0.130"	"0.122"	"0.109"	"0.108"	"0.104"	"3105.1"	"2580.6"	"2051.9"	"901.1"	"546.9"	"402.3"	"379.6"	"338.0"	"334.9"	"322.4"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"0.84"	"0"	"423.84"	"6"
"False"	"IsMasterProtein"	"PF3D7_0826700"	"organism=Plasmodium_falciparum_3D7 | product=receptor for activated c kinase (RACK) | location=Pf3D7_08_v3:1160164-1161708(-) | length=323 | sequence_SO=chromosome | SO=protein_coding"	"34.0557275541796"	"8"	"16"	"8"	"1"	"323"	"35.664"	"6.71"	""	"1.000"	"1.155"	"1.295"	"1.034"	"0.725"	"0.404"	"0.162"	"0.098"	"0.082"	"1439.6"	"1440.1"	"1662.8"	"1864.3"	"1488.1"	"1043.3"	"581.7"	"233.5"	"141.4"	"117.9"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"3.084"	"0"	"422.144875733795"	"8"
"False"	"IsMasterProtein"	"PF3D7_1220900"	"organism=Plasmodium_falciparum_3D7 | product=heterochromatin protein 1 (HP1) | location=Pf3D7_12_v3:831252-832052(-) | length=266 | sequence_SO=chromosome | SO=protein_coding"	"23.3082706766917"	"7"	"22"	"7"	"1"	"266"	"30.999"	"9.48"	""	"0.915"	"0.917"	"0.828"	"0.661"	"0.586"	"0.580"	"0.579"	"0.503"	"0.536"	"3385.1"	"3097.0"	"3103.9"	"2802.8"	"2238.0"	"1983.8"	"1962.2"	"1960.4"	"1701.7"	"1815.5"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"5.494"	"0"	"421.73"	"7"
"False"	"IsMasterProtein"	"PF3D7_1351000"	"organism=Plasmodium_falciparum_3D7 | product=phosphatidylinositol transfer protein, putative | location=Pf3D7_13_v3:2033838-2039882(+) | length=1860 | sequence_SO=chromosome | SO=protein_coding"	"8.38709677419355"	"13"	"16"	"13"	"1"	"1860"	"220.966"	"6.27"	""	"0.932"	"0.939"	"0.938"	"0.659"	"0.539"	"0.484"	"0.520"	"0.396"	"0.446"	"2187.6"	"2039.9"	"2055.0"	"2052.7"	"1441.4"	"1179.9"	"1059.0"	"1137.9"	"865.2"	"975.0"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"0.377"	"0"	"420.988026477384"	"13"
"False"	"IsMasterProtein"	"PF3D7_1104400"	"organism=Plasmodium_falciparum_3D7 | product=conserved protein, unknown function | location=Pf3D7_11_v3:196767-198355(+) | length=424 | sequence_SO=chromosome | SO=protein_coding"	"28.3018867924528"	"12"	"30"	"11"	"1"	"424"	"49.235"	"9.1"	""	"0.823"	"0.686"	"0.349"	"0.205"	"0.145"	"0.118"	"0.096"	"0.086"	"0.075"	"5064.9"	"4168.0"	"3474.1"	"1765.4"	"1036.8"	"735.0"	"596.3"	"485.6"	"433.3"	"380.4"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"3.394"	"1"	"420.066635573855"	"12"
"False"	"IsMasterProtein"	"PF3D7_0813900"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S16, putative | location=Pf3D7_08_v3:677989-678725(-) | length=144 | sequence_SO=chromosome | SO=protein_coding"	"35.4166666666667"	"6"	"16"	"6"	"1"	"144"	"16.275"	"10.24"	""	"0.744"	"0.405"	"0.207"	"0.095"	"0.087"	"0.079"	"0.081"	"0.066"	"0.056"	"5903.8"	"4390.8"	"2392.8"	"1222.9"	"559.6"	"514.6"	"467.0"	"476.3"	"388.0"	"330.6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"4.623"	"0"	"419.159954447347"	"6"
"False"	"IsMasterProtein"	"PF3D7_0909300"	"organism=Plasmodium_falciparum_3D7 | product=apoptosis-related protein (ARP) | location=Pf3D7_09_v3:420485-421682(-) | length=131 | sequence_SO=chromosome | SO=protein_coding"	"48.8549618320611"	"7"	"23"	"7"	"1"	"131"	"15.725"	"6.61"	""	"0.927"	"0.956"	"0.966"	"0.791"	"0.723"	"0.755"	"0.715"	"0.539"	"0.584"	"1692.4"	"1568.4"	"1618.4"	"1634.4"	"1339.5"	"1223.3"	"1277.9"	"1210.2"	"912.9"	"988.5"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"14.849"	"0"	"417.603234831616"	"7"
"False"	"IsMasterProtein"	"PF3D7_0516900"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein L2 (RPL2) | location=Pf3D7_05_v3:712762-713772(-) | length=260 | sequence_SO=chromosome | SO=protein_coding"	"26.5384615384615"	"7"	"28"	"5"	"1"	"260"	"27.982"	"10.48"	""	"0.825"	"0.511"	"0.355"	"0.469"	"0.416"	"0.424"	"0.400"	"0.303"	"0.238"	"4638.5"	"3828.7"	"2369.7"	"1645.1"	"2176.3"	"1931.0"	"1967.6"	"1855.2"	"1405.4"	"1101.9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"5.105"	"2"	"417.340855599728"	"7"
"False"	"IsMasterProtein"	"PF3D7_1132300"	"organism=Plasmodium_falciparum_3D7 | product=nucleic acid binding protein, putative | location=Pf3D7_11_v3:1253073-1253894(+) | length=273 | sequence_SO=chromosome | SO=protein_coding"	"31.5018315018315"	"9"	"24"	"9"	"1"	"273"	"31.711"	"5.19"	""	"0.873"	"0.912"	"0.669"	"0.297"	"0.151"	"0.110"	"0.089"	"0.081"	"0.071"	"5215.4"	"4550.7"	"4754.5"	"3489.2"	"1548.9"	"789.2"	"574.8"	"465.2"	"424.8"	"368.3"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"4.456"	"0"	"417.250393716961"	"9"
"False"	"IsMasterProtein"	"PF3D7_1132000"	"organism=Plasmodium_falciparum_3D7 | product=ubiquitin-like protein, putative | location=Pf3D7_11_v3:1239900-1242548(+) | length=882 | sequence_SO=chromosome | SO=protein_coding"	"20.1814058956916"	"16"	"31"	"16"	"1"	"882"	"101.061"	"6.52"	""	"0.952"	"0.929"	"0.821"	"0.638"	"0.577"	"0.546"	"0.538"	"0.466"	"0.462"	"3739.5"	"3561.8"	"3474.6"	"3070.7"	"2386.4"	"2159.1"	"2043.4"	"2012.5"	"1741.1"	"1726.6"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"1.825"	"0"	"417.245415274892"	"16"
"False"	"IsMasterProtein"	"PF3D7_0108000"	"organism=Plasmodium_falciparum_3D7 | product=proteasome subunit beta type-3, putative | location=Pf3D7_01_v3:328431-329558(-) | length=218 | sequence_SO=chromosome | SO=protein_coding"	"13.7614678899083"	"4"	"17"	"4"	"1"	"218"	"24.494"	"5.16"	""	"0.918"	"0.994"	"0.911"	"0.824"	"0.757"	"0.769"	"0.567"	"0.199"	"0.146"	"2535.7"	"2327.3"	"2520.4"	"2310.8"	"2090.5"	"1920.2"	"1950.4"	"1436.7"	"504.4"	"369.9"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"2.511"	"0"	"415.846666666667"	"4"
"False"	"IsMasterProtein"	"PF3D7_1408200"	"organism=Plasmodium_falciparum_3D7 | product=transcription factor with AP2 domain(s) (AP2-G2) | location=Pf3D7_14_v3:300725-305833(-) | length=1702 | sequence_SO=chromosome | SO=protein_coding"	"12.8672150411281"	"17"	"18"	"17"	"1"	"1702"	"200.672"	"5.76"	""	"0.937"	"0.892"	"0.738"	"0.571"	"0.542"	"0.525"	"0.549"	"0.493"	"0.486"	"1535.2"	"1437.8"	"1369.8"	"1132.4"	"876.1"	"832.3"	"806.6"	"842.5"	"756.2"	"746.0"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"0.485"	"0"	"412.1325"	"17"
"False"	"IsMasterProtein"	"PF3D7_1302000"	"organism=Plasmodium_falciparum_3D7 | product=EMP1-trafficking protein (PTP6) | location=Pf3D7_13_v3:112792-113815(-) | length=312 | sequence_SO=chromosome | SO=protein_coding"	"18.9102564102564"	"5"	"17"	"5"	"1"	"312"	"36.51"	"8.73"	""	"0.921"	"0.879"	"0.726"	"0.491"	"0.425"	"0.427"	"0.407"	"0.346"	"0.364"	"1687.3"	"1553.2"	"1483.0"	"1224.9"	"828.8"	"717.9"	"719.9"	"686.7"	"583.0"	"614.6"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"4.179"	"0"	"411.895384615385"	"5"
"False"	"IsMasterProtein"	"PF3D7_0520500"	"organism=Plasmodium_falciparum_3D7 | product=phosphomethylpyrimidine kinase, putative | location=Pf3D7_05_v3:841723-842655(-) | length=310 | sequence_SO=chromosome | SO=protein_coding"	"28.3870967741935"	"9"	"16"	"9"	"1"	"310"	"34.952"	"6.61"	""	"0.951"	"0.922"	"0.998"	"0.764"	"0.759"	"0.637"	"0.348"	"0.104"	"0.079"	"2512.1"	"2388.6"	"2316.5"	"2507.8"	"1919.9"	"1905.8"	"1601.2"	"874.8"	"262.2"	"199.0"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"8"	"1.565"	"0"	"410.759416098562"	"9"
"False"	"IsMasterProtein"	"PF3D7_0902800"	"organism=Plasmodium_falciparum_3D7 | product=serine repeat antigen 9 (SERA9) | location=Pf3D7_09_v3:121621-125006(-) | length=932 | sequence_SO=chromosome | SO=protein_coding"	"21.9957081545064"	"18"	"22"	"18"	"1"	"932"	"105.477"	"5.29"	""	"0.867"	"0.791"	"0.603"	"0.347"	"0.270"	"0.245"	"0.213"	"0.171"	"0.154"	"4057.9"	"3516.2"	"3211.4"	"2445.2"	"1408.4"	"1095.1"	"995.2"	"862.5"	"693.9"	"626.9"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"1.102"	"0"	"410.321719870739"	"18"
"False"	"IsMasterProtein"	"PF3D7_1408600"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S8e, putative | location=Pf3D7_14_v3:323317-324172(+) | length=218 | sequence_SO=chromosome | SO=protein_coding"	"28.8990825688073"	"5"	"9"	"5"	"1"	"218"	"25.035"	"9.98"	""	"0.800"	"0.553"	"0.467"	"0.336"	"0.323"	"0.333"	"0.341"	"0.281"	"0.284"	"3898.0"	"3117.4"	"2157.5"	"1821.6"	"1308.0"	"1260.5"	"1298.0"	"1330.9"	"1096.2"	"1107.6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"2.511"	"0"	"409.911111111111"	"5"
"False"	"IsMasterProtein"	"PF3D7_1146000"	"organism=Plasmodium_falciparum_3D7 | product=ribosome assembly protein 4, putative (RSA4) | location=Pf3D7_11_v3:1821032-1822969(-) | length=645 | sequence_SO=chromosome | SO=protein_coding"	"23.4108527131783"	"13"	"20"	"13"	"1"	"645"	"73.083"	"7.59"	"Acetyl [N-Term]"	"0.929"	"0.885"	"0.779"	"0.419"	"0.236"	"0.181"	"0.176"	"0.142"	"0.135"	"2628.0"	"2440.1"	"2326.7"	"2047.2"	"1100.0"	"621.5"	"476.5"	"463.4"	"372.2"	"354.4"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"1.512"	"0"	"409.82091813116"	"13"
"False"	"IsMasterProtein"	"PF3D7_1310400"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:458961-462368(+) | length=1135 | sequence_SO=chromosome | SO=protein_coding"	"12.0704845814978"	"13"	"16"	"13"	"1"	"1135"	"132.78"	"8.59"	""	"0.969"	"0.972"	"0.833"	"0.619"	"0.588"	"0.583"	"0.598"	"0.539"	"0.545"	"2109.6"	"2044.0"	"2051.0"	"1758.1"	"1305.6"	"1241.4"	"1230.2"	"1260.5"	"1137.4"	"1148.7"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"0.668"	"0"	"409.383040971706"	"13"
"False"	"IsMasterProtein"	"PF3D7_0822900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_08_v3:1007777-1011307(-) | length=1176 | sequence_SO=chromosome | SO=protein_coding"	"11.9897959183673"	"11"	"16"	"11"	"1"	"1176"	"138.156"	"5.36"	""	"0.891"	"0.960"	"0.915"	"0.760"	"0.650"	"0.674"	"0.660"	"0.591"	"0.635"	"1241.9"	"1106.9"	"1192.2"	"1136.6"	"944.0"	"807.1"	"836.7"	"819.8"	"734.1"	"789.2"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"0.633"	"0"	"404.375961928731"	"11"
"False"	"IsMasterProtein"	"PF3D7_1005500"	"organism=Plasmodium_falciparum_3D7 | product=regulator of nonsense transcripts, putative | location=Pf3D7_10_v3:237506-242245(-) | length=1579 | sequence_SO=chromosome | SO=protein_coding"	"6.64977834072198"	"9"	"20"	"9"	"1"	"1579"	"183.849"	"7.61"	""	"0.906"	"0.940"	"0.912"	"0.769"	"0.694"	"0.764"	"0.794"	"0.648"	"0.719"	"1493.3"	"1353.6"	"1403.5"	"1361.4"	"1147.7"	"1036.0"	"1141.2"	"1185.5"	"967.6"	"1073.3"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"0.364"	"0"	"404.173298013549"	"9"
"False"	"IsMasterProtein"	"PF3D7_1136300"	"organism=Plasmodium_falciparum_3D7 | product=tudor staphylococcal nuclease (TSN) | location=Pf3D7_11_v3:1422744-1426201(+) | length=1098 | sequence_SO=chromosome | SO=protein_coding"	"19.0346083788707"	"19"	"27"	"19"	"1"	"1098"	"128.465"	"8.62"	""	"0.829"	"0.642"	"0.371"	"0.193"	"0.150"	"0.118"	"0.108"	"0.090"	"0.079"	"7638.1"	"6329.9"	"4906.7"	"2835.0"	"1471.6"	"1145.1"	"902.0"	"824.5"	"685.5"	"603.8"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"0.947"	"0"	"404.145751618776"	"19"
"False"	"IsMasterProtein"	"PF3D7_0106300"	"organism=Plasmodium_falciparum_3D7 | product=calcium-transporting ATPase (ATP6) | location=Pf3D7_01_v3:265208-269173(-) | length=1228 | sequence_SO=chromosome | SO=protein_coding"	"4.56026058631922"	"5"	"38"	"5"	"1"	"1228"	"139.326"	"7.24"	""	"0.939"	"0.981"	"0.940"	"0.793"	"0.790"	"0.785"	"0.839"	"0.725"	"0.780"	"1526.4"	"1432.6"	"1497.4"	"1435.5"	"1209.9"	"1205.1"	"1198.0"	"1280.6"	"1107.3"	"1190.1"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"0.476"	"0"	"403.72"	"5"
"False"	"IsMasterProtein"	"PF3D7_1242700"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S17, putative | location=Pf3D7_12_v3:1803653-1804483(+) | length=137 | sequence_SO=chromosome | SO=protein_coding"	"43.7956204379562"	"7"	"31"	"7"	"1"	"137"	"16.057"	"10.42"	""	"0.822"	"0.676"	"0.430"	"0.294"	"0.258"	"0.257"	"0.248"	"0.214"	"0.200"	"5023.9"	"4129.6"	"3393.9"	"2158.1"	"1477.6"	"1294.0"	"1290.5"	"1246.9"	"1074.8"	"1003.5"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"30.623"	"0"	"403.330262606138"	"7"
"False"	"IsMasterProtein"	"PF3D7_1235700"	"organism=Plasmodium_falciparum_3D7 | product=ATP synthase subunit beta, mitochondrial | location=Pf3D7_12_v3:1487084-1488691(+) | length=535 | sequence_SO=chromosome | SO=protein_coding"	"18.6915887850467"	"8"	"21"	"8"	"1"	"535"	"58.357"	"6.42"	""	"0.935"	"0.978"	"0.981"	"0.793"	"0.725"	"0.544"	"0.212"	"0.126"	"0.095"	"2318.3"	"2167.4"	"2267.7"	"2273.7"	"1838.8"	"1681.0"	"1261.6"	"490.9"	"291.4"	"220.6"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"1.477"	"0"	"403.013966142097"	"8"
"False"	"IsMasterProtein"	"PF3D7_0323800"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_03_v3:998649-1001582(+) | length=977 | sequence_SO=chromosome | SO=protein_coding"	"16.8884339815763"	"12"	"30"	"12"	"1"	"977"	"114.771"	"8.53"	""	"0.932"	"0.907"	"0.735"	"0.556"	"0.512"	"0.515"	"0.507"	"0.454"	"0.438"	"3348.0"	"3121.3"	"3036.3"	"2461.6"	"1860.3"	"1714.1"	"1722.8"	"1696.6"	"1518.6"	"1466.7"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"1.485"	"0"	"402.976228015729"	"12"
