"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Pyr) / (126, Pyr)"	"Abundance Ratio: (127C, Pyr) / (126, Pyr)"	"Abundance Ratio: (128N, Pyr) / (126, Pyr)"	"Abundance Ratio: (128C, Pyr) / (126, Pyr)"	"Abundance Ratio: (129C, Pyr) / (126, Pyr)"	"Abundance Ratio: (129N, Pyr) / (126, Pyr)"	"Abundance Ratio: (130N, Pyr) / (126, Pyr)"	"Abundance Ratio: (130C, Pyr) / (126, Pyr)"	"Abundance Ratio: (131, Pyr) / (126, Pyr)"	"Abundance: F3: 126, Sample, Pyr"	"Abundance: F3: 127N, Sample, Pyr"	"Abundance: F3: 127C, Sample, Pyr"	"Abundance: F3: 128N, Sample, Pyr"	"Abundance: F3: 128C, Sample, Pyr"	"Abundance: F3: 129N, Sample, Pyr"	"Abundance: F3: 129C, Sample, Pyr"	"Abundance: F3: 130N, Sample, Pyr"	"Abundance: F3: 130C, Sample, Pyr"	"Abundance: F3: 131, Sample, Pyr"	"Abundances Count: F3: 126, Sample, Pyr"	"Abundances Count: F3: 127N, Sample, Pyr"	"Abundances Count: F3: 127C, Sample, Pyr"	"Abundances Count: F3: 128N, Sample, Pyr"	"Abundances Count: F3: 128C, Sample, Pyr"	"Abundances Count: F3: 129N, Sample, Pyr"	"Abundances Count: F3: 129C, Sample, Pyr"	"Abundances Count: F3: 130N, Sample, Pyr"	"Abundances Count: F3: 130C, Sample, Pyr"	"Abundances Count: F3: 131, Sample, Pyr"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_1344900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:1801271-1805737(+) | length=1488 | sequence_SO=chromosome | SO=protein_coding"	"13.508064516129"	"15"	"39"	"15"	"1"	"1488"	"175.887"	"7.18"	""	"1.000"	"0.964"	"1.022"	"0.723"	"0.695"	"0.692"	"0.723"	"0.620"	"0.626"	"2774.2"	"2775.5"	"2673.0"	"2835.0"	"2005.2"	"1918.8"	"1928.6"	"2006.4"	"1720.4"	"1737.9"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"1.026"	"0"	"792.663816437501"	"15"
"False"	"IsMasterProtein"	"PF3D7_0527600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_05_v3:1145857-1148810(-) | length=455 | sequence_SO=chromosome | SO=protein_coding"	"41.0989010989011"	"15"	"34"	"15"	"1"	"455"	"52.939"	"8.06"	""	"0.999"	"0.940"	"0.906"	"0.673"	"0.628"	"0.622"	"0.668"	"0.563"	"0.578"	"2950.9"	"2949.1"	"2772.9"	"2673.2"	"1986.1"	"1836.7"	"1853.5"	"1970.4"	"1660.3"	"1705.6"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"3.758"	"0"	"785.464469320209"	"15"
"False"	"IsMasterProtein"	"PF3D7_0905400"	"organism=Plasmodium_falciparum_3D7 | product=high molecular weight rhoptry protein 3 (RhopH3) | location=Pf3D7_09_v3:270740-274789(-) | length=897 | sequence_SO=chromosome | SO=protein_coding"	"23.4113712374582"	"15"	"29"	"15"	"1"	"897"	"104.789"	"6.67"	""	"1.011"	"0.996"	"1.005"	"0.678"	"0.610"	"0.645"	"0.566"	"0.407"	"0.424"	"2217.6"	"2241.3"	"2208.9"	"2228.7"	"1504.6"	"1430.5"	"1351.7"	"1254.3"	"903.5"	"941.0"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"1.126"	"0"	"785.163358862736"	"15"
"False"	"IsMasterProtein"	"PF3D7_0629100"	"organism=Plasmodium_falciparum_3D7 | product=nicotinate phosphoribosyltransferase, putative (NAPRT) | location=Pf3D7_06_v3:1196041-1198038(-) | length=665 | sequence_SO=chromosome | SO=protein_coding"	"24.3609022556391"	"17"	"38"	"16"	"1"	"665"	"77.077"	"7.64"	""	"0.982"	"0.905"	"0.705"	"0.285"	"0.150"	"0.202"	"0.141"	"0.119"	"0.120"	"7527.9"	"7390.2"	"6809.0"	"5304.4"	"2146.1"	"1519.2"	"1130.0"	"1057.8"	"893.3"	"907.1"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"3.394"	"0"	"780.453258290473"	"17"
"False"	"IsMasterProtein"	"PF3D7_0802200"	"organism=Plasmodium_falciparum_3D7 | product=1-cys peroxiredoxin (1-CysPxn) | location=Pf3D7_08_v3:165416-166078(+) | length=220 | sequence_SO=chromosome | SO=protein_coding"	"53.6363636363636"	"14"	"77"	"14"	"1"	"220"	"25.148"	"6.77"	""	"1.030"	"1.043"	"1.092"	"0.704"	"0.219"	"0.399"	"0.187"	"0.123"	"0.103"	"5441.2"	"5601.9"	"5677.4"	"5943.1"	"3833.0"	"2172.0"	"1190.4"	"1016.9"	"669.4"	"559.1"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"38.811"	"0"	"779.635834844428"	"14"
"False"	"IsMasterProtein"	"PF3D7_0825000"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_08_v3:1086048-1091248(+) | length=1664 | sequence_SO=chromosome | SO=protein_coding"	"24.3389423076923"	"38"	"59"	"38"	"1"	"1664"	"197.402"	"8.03"	""	"1.041"	"0.999"	"1.124"	"0.803"	"0.776"	"0.789"	"0.842"	"0.677"	"0.744"	"4603.1"	"4792.6"	"4597.5"	"5175.5"	"3697.1"	"3631.6"	"3573.3"	"3873.9"	"3115.9"	"3423.5"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"43"	"1.597"	"0"	"779.168430014273"	"38"
"False"	"IsMasterProtein"	"PF3D7_0519800"	"organism=Plasmodium_falciparum_3D7 | product=conserved protein, unknown function | location=Pf3D7_05_v3:820719-822908(-) | length=668 | sequence_SO=chromosome | SO=protein_coding"	"20.9580838323353"	"13"	"31"	"13"	"1"	"668"	"78.244"	"5.36"	""	"1.020"	"0.940"	"1.024"	"0.715"	"0.728"	"0.691"	"0.797"	"0.653"	"0.699"	"2708.9"	"2763.1"	"2545.2"	"2773.5"	"1936.7"	"1871.8"	"1971.4"	"2159.5"	"1769.2"	"1893.3"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"3.101"	"0"	"778.962784428308"	"13"
"False"	"IsMasterProtein"	"PF3D7_1430300"	"organism=Plasmodium_falciparum_3D7 | product=acid phosphatase, putative | location=Pf3D7_14_v3:1191946-1199919(-) | length=2657 | sequence_SO=chromosome | SO=protein_coding"	"16.4847572450132"	"31"	"42"	"31"	"1"	"2657"	"306.617"	"6.99"	""	"0.922"	"0.781"	"0.698"	"0.482"	"0.460"	"0.454"	"0.480"	"0.390"	"0.391"	"3747.9"	"3456.5"	"2928.8"	"2614.5"	"1807.7"	"1702.7"	"1723.6"	"1799.6"	"1461.4"	"1465.7"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"30"	"0.655"	"0"	"778.903942611514"	"31"
"False"	"IsMasterProtein"	"PF3D7_1012500"	"organism=Plasmodium_falciparum_3D7 | product=phosphoglucomutase, putative | location=Pf3D7_10_v3:478758-480539(-) | length=593 | sequence_SO=chromosome | SO=protein_coding"	"19.8988195615514"	"12"	"29"	"12"	"1"	"593"	"68.256"	"6.81"	""	"0.977"	"1.038"	"1.114"	"0.869"	"0.204"	"0.722"	"0.128"	"0.083"	"0.081"	"3417.1"	"3338.1"	"3545.3"	"3806.6"	"2968.2"	"2468.0"	"696.6"	"437.3"	"284.2"	"278.3"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"2.06"	"0"	"777.671428571428"	"12"
"False"	"IsMasterProtein"	"PF3D7_1149100.1"	"organism=Plasmodium_falciparum_3D7 | product=Plasmodium exported protein, unknown function | location=Pf3D7_11_v3:1972400-1973874(+) | length=450 | sequence_SO=chromosome | SO=protein_coding"	"50"	"9"	"27"	"9"	"1"	"450"	"51.125"	"5.73"	""	"1.016"	"1.060"	"1.211"	"0.917"	"0.933"	"0.905"	"0.986"	"0.852"	"0.880"	"3106.6"	"3157.4"	"3293.0"	"3761.8"	"2849.2"	"2811.8"	"2898.5"	"3064.0"	"2648.0"	"2732.4"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"3.047"	"0"	"775.861132048131"	"9"
"False"	"IsMasterProtein"	"PF3D7_1245100"	"organism=Plasmodium_falciparum_3D7 | product=kinesin-13, putative (KLP8) | location=Pf3D7_12_v3:1883469-1887681(+) | length=1326 | sequence_SO=chromosome | SO=protein_coding"	"18.3257918552036"	"24"	"39"	"24"	"1"	"1326"	"153.031"	"7.84"	""	"1.043"	"0.961"	"0.931"	"0.617"	"0.603"	"0.582"	"0.632"	"0.560"	"0.560"	"3758.0"	"3917.9"	"3610.4"	"3500.4"	"2318.5"	"2188.2"	"2266.9"	"2376.8"	"2105.9"	"2104.2"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"1.424"	"0"	"774.12762315825"	"24"
"False"	"IsMasterProtein"	"PF3D7_1328500"	"organism=Plasmodium_falciparum_3D7 | product=alpha/beta-hydrolase, putative | location=Pf3D7_13_v3:1204186-1207200(-) | length=1004 | sequence_SO=chromosome | SO=protein_coding"	"24.7011952191235"	"24"	"41"	"22"	"1"	"1004"	"115.818"	"5.87"	""	"0.956"	"0.774"	"0.532"	"0.296"	"0.258"	"0.277"	"0.284"	"0.216"	"0.213"	"6106.8"	"5837.3"	"4726.1"	"3247.0"	"1809.2"	"1692.5"	"1573.9"	"1732.5"	"1321.3"	"1303.1"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"27"	"2.467"	"1"	"771.731334090768"	"24"
"False"	"IsMasterProtein"	"PF3D7_0519700"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_05_v3:817066-819139(+) | length=192 | sequence_SO=chromosome | SO=protein_coding"	"43.75"	"10"	"61"	"10"	"1"	"192"	"22.72"	"10.83"	""	"1.021"	"1.016"	"1.118"	"0.892"	"0.846"	"0.880"	"0.850"	"0.764"	"0.733"	"5660.3"	"5780.6"	"5748.6"	"6327.4"	"5049.8"	"4981.8"	"4790.5"	"4812.4"	"4322.3"	"4148.6"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"214.443"	"0"	"766.861481861591"	"10"
"False"	"IsMasterProtein"	"PF3D7_1416500"	"organism=Plasmodium_falciparum_3D7 | product=NADP-specific glutamate dehydrogenase (GDH1) | location=Pf3D7_14_v3:667412-668824(+) | length=470 | sequence_SO=chromosome | SO=protein_coding"	"36.5957446808511"	"15"	"42"	"14"	"1"	"470"	"52.513"	"7.56"	""	"0.935"	"0.907"	"1.107"	"0.835"	"0.871"	"0.818"	"0.971"	"0.761"	"0.981"	"2464.0"	"2302.8"	"2234.1"	"2727.5"	"2057.9"	"2016.3"	"2145.7"	"2392.1"	"1875.9"	"2418.2"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"4.623"	"1"	"766.253843552293"	"15"
"False"	"IsMasterProtein"	"PF3D7_1437900"	"organism=Plasmodium_falciparum_3D7 | product=HSP40, subfamily A, putative (ERdj3) | location=Pf3D7_14_v3:1533329-1534947(+) | length=424 | sequence_SO=chromosome | SO=protein_coding"	"34.9056603773585"	"12"	"40"	"12"	"1"	"424"	"48.438"	"7.18"	""	"0.955"	"0.725"	"0.350"	"0.202"	"0.181"	"0.177"	"0.181"	"0.154"	"0.136"	"5447.7"	"5200.3"	"3949.4"	"1904.3"	"1101.5"	"961.8"	"985.6"	"986.2"	"836.8"	"742.3"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"6.017"	"0"	"763.913047987135"	"12"
"False"	"IsMasterProtein"	"PF3D7_1333000"	"organism=Plasmodium_falciparum_3D7 | product=20 kDa chaperonin (CPN20) | location=Pf3D7_13_v3:1355285-1357194(+) | length=258 | sequence_SO=chromosome | SO=protein_coding"	"31.0077519379845"	"5"	"26"	"5"	"1"	"258"	"29.045"	"7.85"	""	"1.027"	"0.999"	"1.171"	"0.756"	"0.252"	"0.476"	"0.187"	"0.124"	"0.089"	"1277.6"	"1311.9"	"1276.3"	"1495.5"	"966.3"	"608.4"	"321.9"	"239.1"	"157.9"	"114.3"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"4.412"	"0"	"762.68"	"5"
"False"	"IsMasterProtein"	"PF3D7_1355500"	"organism=Plasmodium_falciparum_3D7 | product=serine/threonine protein phosphatase 5 (PP5) | location=Pf3D7_13_v3:2199594-2201570(+) | length=658 | sequence_SO=chromosome | SO=protein_coding"	"41.6413373860182"	"26"	"58"	"26"	"1"	"658"	"76.84"	"5.17"	""	"0.982"	"0.895"	"0.753"	"0.293"	"0.186"	"0.222"	"0.179"	"0.156"	"0.119"	"5861.2"	"5757.0"	"5246.6"	"4415.2"	"1718.4"	"1299.5"	"1088.3"	"1049.3"	"915.2"	"698.8"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"35"	"6.453"	"0"	"760.783164403591"	"26"
"False"	"IsMasterProtein"	"PF3D7_0903200"	"organism=Plasmodium_falciparum_3D7 | product=ras-related protein RAB7 (RAB7) | location=Pf3D7_09_v3:133762-135587(-) | length=206 | sequence_SO=chromosome | SO=protein_coding"	"58.7378640776699"	"10"	"32"	"6"	"1"	"206"	"23.773"	"7.66"	""	"1.030"	"1.004"	"1.050"	"0.623"	"0.284"	"0.456"	"0.150"	"0.099"	"0.081"	"3443.2"	"3548.1"	"3456.8"	"3616.8"	"2145.4"	"1570.7"	"978.7"	"517.6"	"340.2"	"279.1"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"10.659"	"7"	"760.392950392414"	"10"
"False"	"IsMasterProtein"	"PF3D7_1467600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:2757665-2764150(-) | length=2104 | sequence_SO=chromosome | SO=protein_coding"	"23.0513307984791"	"35"	"47"	"35"	"1"	"2104"	"236.787"	"8.82"	"Acetyl [N-Term]"	"1.029"	"1.057"	"1.176"	"0.904"	"0.904"	"0.895"	"0.937"	"0.817"	"0.890"	"4369.1"	"4494.2"	"4619.2"	"5139.3"	"3950.8"	"3912.1"	"3948.6"	"4094.9"	"3571.5"	"3889.7"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"39"	"1.103"	"0"	"758.868793353695"	"35"
"False"	"IsMasterProtein"	"PF3D7_1024800"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_10_v3:1034685-1039079(+) | length=1464 | sequence_SO=chromosome | SO=protein_coding"	"19.0573770491803"	"22"	"36"	"22"	"1"	"1464"	"171.01"	"4.51"	""	"1.021"	"0.957"	"1.064"	"0.717"	"0.736"	"0.723"	"0.811"	"0.638"	"0.709"	"3658.3"	"3736.4"	"3499.8"	"3893.8"	"2621.3"	"2643.4"	"2694.2"	"2965.5"	"2333.8"	"2593.2"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"0.87"	"0"	"752.990585208972"	"22"
"False"	"IsMasterProtein"	"PF3D7_1428300"	"organism=Plasmodium_falciparum_3D7 | product=proliferation-associated protein 2g4, putative | location=Pf3D7_14_v3:1105200-1106514(-) | length=377 | sequence_SO=chromosome | SO=protein_coding"	"37.9310344827586"	"15"	"49"	"15"	"1"	"377"	"42.614"	"7.84"	"Acetyl [N-Term]"	"1.024"	"0.975"	"0.610"	"0.163"	"0.113"	"0.139"	"0.110"	"0.080"	"0.071"	"7501.7"	"7682.9"	"7316.9"	"4572.3"	"1223.5"	"1043.8"	"850.6"	"822.3"	"601.9"	"532.8"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"5.529"	"0"	"750.556813465597"	"15"
"False"	"IsMasterProtein"	"PF3D7_1442300"	"organism=Plasmodium_falciparum_3D7 | product=tRNA binding protein, putative | location=Pf3D7_14_v3:1712626-1714065(-) | length=402 | sequence_SO=chromosome | SO=protein_coding"	"36.0696517412935"	"15"	"58"	"15"	"1"	"402"	"46.412"	"7.27"	""	"0.923"	"0.593"	"0.265"	"0.125"	"0.086"	"0.101"	"0.085"	"0.076"	"0.072"	"10662.4"	"9846.7"	"6326.0"	"2830.6"	"1331.6"	"1075.1"	"920.5"	"901.1"	"812.5"	"771.7"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"5.404"	"0"	"745.076817310906"	"15"
"False"	"IsMasterProtein"	"PF3D7_0605100"	"organism=Plasmodium_falciparum_3D7 | product=RNA-binding protein, putative | location=Pf3D7_06_v3:217240-219507(+) | length=755 | sequence_SO=chromosome | SO=protein_coding"	"31.3907284768212"	"22"	"47"	"22"	"1"	"755"	"85.577"	"6.93"	""	"0.987"	"0.881"	"0.698"	"0.391"	"0.164"	"0.248"	"0.139"	"0.110"	"0.103"	"4921.1"	"4856.6"	"4337.3"	"3435.3"	"1921.9"	"1219.1"	"807.5"	"685.7"	"540.9"	"504.6"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"3.329"	"0"	"744.792727631965"	"22"
"False"	"IsMasterProtein"	"PF3D7_0316300.2"	"organism=Plasmodium_falciparum_3D7 | product=inorganic pyrophosphatase, putative | location=Pf3D7_03_v3:658272-661643(+) | length=431 | sequence_SO=chromosome | SO=protein_coding"	"23.8979118329466"	"9"	"35"	"9"	"1"	"431"	"51.28"	"7.3"	""	"1.045"	"1.011"	"1.146"	"0.840"	"0.309"	"0.706"	"0.192"	"0.142"	"0.118"	"2680.2"	"2802.1"	"2710.5"	"3071.4"	"2250.1"	"1893.0"	"828.2"	"515.8"	"381.0"	"315.3"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"4.055"	"0"	"744.674528932418"	"9"
"False"	"IsMasterProtein"	"PF3D7_0920800"	"organism=Plasmodium_falciparum_3D7 | product=inosine-5'-monophosphate dehydrogenase (IMPDH) | location=Pf3D7_09_v3:852525-854057(-) | length=510 | sequence_SO=chromosome | SO=protein_coding"	"30.5882352941176"	"15"	"38"	"15"	"1"	"510"	"56.115"	"7.93"	""	"0.843"	"0.521"	"0.288"	"0.161"	"0.131"	"0.140"	"0.125"	"0.108"	"0.100"	"6404.3"	"5400.7"	"3339.8"	"1846.2"	"1033.9"	"896.5"	"836.7"	"800.1"	"692.4"	"639.6"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"3.748"	"0"	"741.847473959782"	"15"
"False"	"IsMasterProtein"	"PF3D7_1453900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:2214910-2217795(+) | length=961 | sequence_SO=chromosome | SO=protein_coding"	"21.4360041623309"	"20"	"37"	"20"	"1"	"961"	"111.376"	"5.07"	""	"0.992"	"1.012"	"1.110"	"0.831"	"0.770"	"0.753"	"0.781"	"0.675"	"0.708"	"3027.0"	"3003.1"	"3062.3"	"3361.4"	"2515.1"	"2279.8"	"2329.4"	"2365.2"	"2043.1"	"2143.2"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"2.467"	"0"	"740.728865851738"	"20"
"False"	"IsMasterProtein"	"PF3D7_1308900"	"organism=Plasmodium_falciparum_3D7 | product=mRNA-decapping enzyme 2, putative (DCP2) | location=Pf3D7_13_v3:408580-412101(-) | length=1173 | sequence_SO=chromosome | SO=protein_coding"	"13.384484228474"	"15"	"40"	"14"	"1"	"1173"	"137.44"	"9.04"	""	"1.003"	"1.031"	"1.271"	"0.894"	"0.943"	"0.899"	"0.964"	"0.842"	"0.862"	"2390.2"	"2397.7"	"2464.1"	"3037.1"	"2137.0"	"2148.7"	"2253.7"	"2304.2"	"2012.1"	"2061.5"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"0.806"	"0"	"740.57855985115"	"15"
"False"	"IsMasterProtein"	"PF3D7_1033400"	"organism=Plasmodium_falciparum_3D7 | product=haloacid dehalogenase-like hydrolase (HAD1) | location=Pf3D7_10_v3:1339762-1340628(+) | length=288 | sequence_SO=chromosome | SO=protein_coding"	"44.0972222222222"	"11"	"54"	"11"	"1"	"288"	"32.821"	"5.94"	"Acetyl [N-Term]"	"1.057"	"1.072"	"1.160"	"0.673"	"0.160"	"0.239"	"0.120"	"0.097"	"0.081"	"5570.3"	"5887.3"	"5972.6"	"6463.6"	"3747.4"	"1331.7"	"891.9"	"669.2"	"540.7"	"448.8"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"28.552"	"0"	"736.637072187015"	"11"
"False"	"IsMasterProtein"	"PF3D7_0610200"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_06_v3:437663-440545(-) | length=960 | sequence_SO=chromosome | SO=protein_coding"	"26.4583333333333"	"26"	"39"	"26"	"1"	"960"	"115.672"	"5.34"	""	"1.080"	"1.052"	"1.100"	"0.692"	"0.560"	"0.588"	"0.566"	"0.470"	"0.484"	"5093.0"	"5500.2"	"5356.0"	"5603.2"	"3525.6"	"2997.1"	"2850.3"	"2880.7"	"2392.3"	"2466.2"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"3.38"	"0"	"736.201646660928"	"26"
"False"	"IsMasterProtein"	"PF3D7_0602100"	"organism=Plasmodium_falciparum_3D7 | product=ATP-dependent RNA helicase, putative | location=Pf3D7_06_v3:92506-96668(+) | length=1350 | sequence_SO=chromosome | SO=protein_coding"	"25.9259259259259"	"31"	"55"	"31"	"1"	"1350"	"157.21"	"6.51"	""	"1.030"	"0.968"	"0.806"	"0.281"	"0.209"	"0.258"	"0.200"	"0.182"	"0.149"	"5029.2"	"5180.5"	"4869.2"	"4051.9"	"1414.8"	"1295.2"	"1053.1"	"1003.6"	"916.1"	"751.8"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"32"	"1.626"	"0"	"732.862689023416"	"31"
"False"	"IsMasterProtein"	"PF3D7_1412100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:484438-487308(+) | length=956 | sequence_SO=chromosome | SO=protein_coding"	"22.3849372384937"	"17"	"38"	"17"	"1"	"956"	"112.703"	"6.38"	""	"0.929"	"0.738"	"0.392"	"0.183"	"0.129"	"0.147"	"0.118"	"0.100"	"0.088"	"5447.3"	"5058.9"	"4020.2"	"2133.4"	"997.8"	"800.4"	"703.8"	"640.1"	"545.3"	"481.7"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"1.921"	"0"	"727.918279350326"	"17"
"False"	"IsMasterProtein"	"PF3D7_1355700"	"organism=Plasmodium_falciparum_3D7 | product=NLI interacting factor-like phosphatase, putative (NIF3) | location=Pf3D7_13_v3:2206592-2210458(-) | length=1288 | sequence_SO=chromosome | SO=protein_coding"	"16.4596273291925"	"17"	"32"	"17"	"1"	"1288"	"151.452"	"6.87"	""	"1.058"	"1.012"	"1.059"	"0.624"	"0.618"	"0.593"	"0.656"	"0.525"	"0.569"	"3831.0"	"4051.4"	"3876.7"	"4057.1"	"2391.8"	"2273.2"	"2367.9"	"2511.4"	"2012.1"	"2178.4"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"1.177"	"0"	"726.814277961292"	"17"
"False"	"IsMasterProtein"	"PF3D7_1218600"	"organism=Plasmodium_falciparum_3D7 | product=arginine--tRNA ligase, putative | location=Pf3D7_12_v3:732174-734959(-) | length=590 | sequence_SO=chromosome | SO=protein_coding"	"28.8135593220339"	"16"	"38"	"16"	"1"	"590"	"68.392"	"6.89"	""	"0.990"	"0.533"	"0.208"	"0.105"	"0.061"	"0.071"	"0.051"	"0.043"	"0.035"	"9928.5"	"9828.1"	"5296.5"	"2062.3"	"1041.1"	"705.2"	"603.5"	"502.9"	"423.9"	"343.1"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"2.34"	"0"	"724.380733529247"	"16"
"False"	"IsMasterProtein"	"PF3D7_1008700"	"organism=Plasmodium_falciparum_3D7 | product=tubulin beta chain | location=Pf3D7_10_v3:360625-362480(-) | length=445 | sequence_SO=chromosome | SO=protein_coding"	"30.561797752809"	"11"	"35"	"7"	"1"	"445"	"49.719"	"4.83"	""	"0.894"	"0.629"	"0.345"	"0.185"	"0.136"	"0.153"	"0.135"	"0.119"	"0.113"	"5850.0"	"5230.1"	"3679.0"	"2020.9"	"1084.5"	"897.6"	"798.0"	"791.0"	"693.8"	"661.1"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"3.217"	"6"	"719.853279412662"	"11"
"False"	"IsMasterProtein"	"PF3D7_0110700"	"organism=Plasmodium_falciparum_3D7 | product=chromatin assembly factor 1 protein WD40 domain, putative | location=Pf3D7_01_v3:413760-415100(-) | length=446 | sequence_SO=chromosome | SO=protein_coding"	"30.0448430493274"	"10"	"39"	"10"	"1"	"446"	"50.701"	"5.1"	""	"1.038"	"1.039"	"1.070"	"0.580"	"0.150"	"0.235"	"0.124"	"0.089"	"0.078"	"4135.2"	"4292.9"	"4297.5"	"4423.7"	"2397.0"	"973.6"	"621.3"	"512.9"	"367.1"	"324.1"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"7.111"	"0"	"716.916462891752"	"10"
"False"	"IsMasterProtein"	"PF3D7_1453700"	"organism=Plasmodium_falciparum_3D7 | product=co-chaperone p23 (P23) | location=Pf3D7_14_v3:2207027-2208320(+) | length=275 | sequence_SO=chromosome | SO=protein_coding"	"25.4545454545455"	"6"	"34"	"6"	"1"	"275"	"30.472"	"4.37"	""	"0.984"	"0.987"	"0.942"	"0.357"	"0.178"	"0.240"	"0.172"	"0.140"	"0.133"	"3401.7"	"3346.9"	"3359.1"	"3205.2"	"1214.4"	"817.3"	"604.2"	"584.8"	"477.4"	"451.9"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"10"	"11.328"	"0"	"714.854739471502"	"6"
"False"	"IsMasterProtein"	"PF3D7_1113700"	"organism=Plasmodium_falciparum_3D7 | product=glyoxalase I (GloI) | location=Pf3D7_11_v3:529493-530563(+) | length=356 | sequence_SO=chromosome | SO=protein_coding"	"29.7752808988764"	"11"	"34"	"11"	"1"	"356"	"42.414"	"6.13"	"Acetyl [N-Term]"	"1.000"	"1.057"	"1.055"	"0.337"	"0.172"	"0.248"	"0.129"	"0.088"	"0.075"	"5130.8"	"5131.1"	"5425.1"	"5411.0"	"1731.1"	"1273.2"	"884.6"	"659.5"	"451.4"	"382.8"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"3.962"	"0"	"705.762407994275"	"11"
