"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, DMSO) / (126, DMSO)"	"Abundance Ratio: (127C, DMSO) / (126, DMSO)"	"Abundance Ratio: (128N, DMSO) / (126, DMSO)"	"Abundance Ratio: (128C, DMSO) / (126, DMSO)"	"Abundance Ratio: (129N, DMSO) / (126, DMSO)"	"Abundance Ratio: (129C, DMSO) / (126, DMSO)"	"Abundance Ratio: (130N, DMSO) / (126, DMSO)"	"Abundance Ratio: (130C, DMSO) / (126, DMSO)"	"Abundance Ratio: (131, DMSO) / (126, DMSO)"	"Abundance: F2: 126, Sample, DMSO"	"Abundance: F2: 127N, Sample, DMSO"	"Abundance: F2: 127C, Sample, DMSO"	"Abundance: F2: 128N, Sample, DMSO"	"Abundance: F2: 128C, Sample, DMSO"	"Abundance: F2: 129N, Sample, DMSO"	"Abundance: F2: 129C, Sample, DMSO"	"Abundance: F2: 130N, Sample, DMSO"	"Abundance: F2: 130C, Sample, DMSO"	"Abundance: F2: 131, Sample, DMSO"	"Abundances Count: F2: 126, Sample, DMSO"	"Abundances Count: F2: 127N, Sample, DMSO"	"Abundances Count: F2: 127C, Sample, DMSO"	"Abundances Count: F2: 128N, Sample, DMSO"	"Abundances Count: F2: 128C, Sample, DMSO"	"Abundances Count: F2: 129N, Sample, DMSO"	"Abundances Count: F2: 129C, Sample, DMSO"	"Abundances Count: F2: 130N, Sample, DMSO"	"Abundances Count: F2: 130C, Sample, DMSO"	"Abundances Count: F2: 131, Sample, DMSO"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_1410600"	"organism=Plasmodium_falciparum_3D7 | product=eukaryotic translation initiation factor 2 gamma subunit, putative | location=Pf3D7_14_v3:427191-428588(+) | length=465 | sequence_SO=chromosome | SO=protein_coding"	"26.0215053763441"	"11"	"27"	"10"	"1"	"465"	"51.212"	"7.94"	""	"0.863"	"0.693"	"0.389"	"0.195"	"0.148"	"0.121"	"0.109"	"0.092"	"0.071"	"6141.6"	"5301.5"	"4254.5"	"2388.3"	"1198.5"	"911.3"	"741.2"	"669.2"	"563.3"	"438.7"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"1.712"	"1"	"574.50625585948"	"11"
"False"	"IsMasterProtein"	"PF3D7_1033600"	"organism=Plasmodium_falciparum_3D7 | product=myb2 transcription factor, putative (Myb2) | location=Pf3D7_10_v3:1344150-1346897(-) | length=915 | sequence_SO=chromosome | SO=protein_coding"	"18.0327868852459"	"15"	"30"	"15"	"1"	"915"	"108.343"	"6.57"	""	"0.906"	"0.830"	"0.711"	"0.544"	"0.512"	"0.519"	"0.543"	"0.466"	"0.492"	"3085.9"	"2794.9"	"2560.0"	"2194.0"	"1679.7"	"1580.3"	"1600.3"	"1674.2"	"1438.8"	"1517.4"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"1.336"	"0"	"574.12743320004"	"15"
"False"	"IsMasterProtein"	"PF3D7_1474900"	"organism=Plasmodium_falciparum_3D7 | product=trailer hitch homolog, putative (CITH) | location=Pf3D7_14_v3:3072261-3073247(+) | length=328 | sequence_SO=chromosome | SO=protein_coding"	"42.3780487804878"	"10"	"22"	"10"	"1"	"328"	"38.546"	"9.42"	"Acetyl [N-Term]"	"0.946"	"0.977"	"0.926"	"0.705"	"0.655"	"0.657"	"0.681"	"0.601"	"0.655"	"2597.0"	"2457.2"	"2538.1"	"2404.1"	"1830.6"	"1701.8"	"1706.2"	"1769.4"	"1560.2"	"1700.8"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"15"	"4.78"	"0"	"572.255714285714"	"10"
"False"	"IsMasterProtein"	"PF3D7_0707300"	"organism=Plasmodium_falciparum_3D7 | product=rhoptry-associated membrane antigen (RAMA) | location=Pf3D7_07_v3:338885-342083(+) | length=861 | sequence_SO=chromosome | SO=protein_coding"	"13.9372822299652"	"8"	"16"	"8"	"1"	"861"	"103.577"	"4.3"	""	"0.983"	"1.002"	"0.949"	"0.784"	"0.728"	"0.781"	"0.803"	"0.666"	"0.744"	"1218.4"	"1197.5"	"1221.1"	"1156.7"	"955.0"	"886.5"	"951.7"	"978.6"	"810.9"	"906.8"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1.031"	"0"	"571.632857142857"	"8"
"False"	"IsMasterProtein"	"PF3D7_1441200"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein L1, putative | location=Pf3D7_14_v3:1678662-1679486(+) | length=217 | sequence_SO=chromosome | SO=protein_coding"	"30.4147465437788"	"6"	"24"	"6"	"1"	"217"	"24.79"	"9.85"	""	"0.789"	"0.643"	"0.731"	"1.118"	"0.256"	"0.171"	"0.115"	"0.090"	"0.078"	"4117.0"	"3249.3"	"2646.9"	"3009.9"	"4601.5"	"1053.3"	"705.1"	"472.0"	"371.9"	"319.8"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"3.394"	"0"	"571.466051260615"	"6"
"False"	"IsMasterProtein"	"PF3D7_1332600"	"organism=Plasmodium_falciparum_3D7 | product=apurinic/apyrimidinic endonuclease Apn1, putative (APN1) | location=Pf3D7_13_v3:1342012-1343805(-) | length=597 | sequence_SO=chromosome | SO=protein_coding"	"36.8509212730318"	"22"	"43"	"21"	"1"	"597"	"69.678"	"9.17"	""	"1.020"	"1.020"	"1.042"	"0.884"	"0.842"	"0.858"	"0.852"	"0.711"	"0.736"	"4472.1"	"4560.9"	"4563.5"	"4659.7"	"3954.5"	"3766.8"	"3838.6"	"3808.4"	"3177.6"	"3291.2"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"3.725"	"0"	"570.702785295061"	"22"
"False"	"IsMasterProtein"	"PF3D7_0804900"	"organism=Plasmodium_falciparum_3D7 | product=GTPase-activating protein, putative | location=Pf3D7_08_v3:279711-281186(-) | length=491 | sequence_SO=chromosome | SO=protein_coding"	"22.4032586558045"	"12"	"30"	"12"	"1"	"491"	"56.466"	"7.69"	""	"0.927"	"0.932"	"0.824"	"0.500"	"0.412"	"0.406"	"0.400"	"0.382"	"0.408"	"4578.9"	"4244.3"	"4269.4"	"3770.8"	"2289.3"	"1884.7"	"1857.8"	"1833.1"	"1751.3"	"1866.0"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"17"	"3.924"	"0"	"570.375646126917"	"12"
"False"	"IsMasterProtein"	"PF3D7_0507600"	"organism=Plasmodium_falciparum_3D7 | product=cell differentiation protein, putative (CAF40) | location=Pf3D7_05_v3:313199-315157(+) | length=652 | sequence_SO=chromosome | SO=protein_coding"	"24.2331288343558"	"11"	"28"	"11"	"1"	"652"	"73.379"	"5.25"	""	"0.933"	"0.949"	"0.798"	"0.629"	"0.535"	"0.510"	"0.496"	"0.408"	"0.431"	"1793.8"	"1673.2"	"1701.9"	"1431.8"	"1128.6"	"960.0"	"914.6"	"889.2"	"732.0"	"773.0"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"1.829"	"0"	"569.495611160242"	"11"
"False"	"IsMasterProtein"	"PF3D7_1124300"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_11_v3:962156-963958(+) | length=525 | sequence_SO=chromosome | SO=protein_coding"	"35.8095238095238"	"16"	"26"	"16"	"1"	"525"	"62.295"	"5.15"	""	"0.884"	"0.908"	"0.692"	"0.425"	"0.382"	"0.384"	"0.370"	"0.309"	"0.289"	"4148.7"	"3668.3"	"3768.1"	"2869.4"	"1762.8"	"1583.9"	"1593.8"	"1536.4"	"1283.8"	"1197.3"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"2.49"	"0"	"568.293366780675"	"16"
"False"	"IsMasterProtein"	"PF3D7_1354300"	"organism=Plasmodium_falciparum_3D7 | product=large subunit rRNA methyltransferase, putative | location=Pf3D7_13_v3:2164239-2167416(-) | length=1019 | sequence_SO=chromosome | SO=protein_coding"	"20.4121687929342"	"18"	"27"	"18"	"1"	"1019"	"120.176"	"8.98"	""	"0.928"	"0.876"	"0.732"	"0.492"	"0.450"	"0.457"	"0.468"	"0.388"	"0.395"	"2898.7"	"2688.7"	"2539.2"	"2122.2"	"1426.7"	"1304.5"	"1325.7"	"1356.0"	"1125.5"	"1143.7"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"18"	"1.409"	"0"	"566.011466295591"	"18"
"False"	"IsMasterProtein"	"PF3D7_0306100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_03_v3:288637-290747(-) | length=628 | sequence_SO=chromosome | SO=protein_coding"	"21.1783439490446"	"11"	"21"	"11"	"1"	"628"	"74.282"	"4.86"	""	"0.848"	"0.808"	"0.641"	"0.535"	"0.490"	"0.525"	"0.521"	"0.468"	"0.480"	"2849.8"	"2416.9"	"2301.7"	"1826.3"	"1524.7"	"1396.3"	"1497.0"	"1484.9"	"1334.1"	"1367.2"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"1.581"	"0"	"564.572968267024"	"11"
"False"	"IsMasterProtein"	"PF3D7_0512200"	"organism=Plasmodium_falciparum_3D7 | product=glutathione synthetase (GS) | location=Pf3D7_05_v3:529934-531901(-) | length=655 | sequence_SO=chromosome | SO=protein_coding"	"25.8015267175572"	"18"	"36"	"18"	"1"	"655"	"77.432"	"7.17"	""	"0.930"	"0.967"	"1.018"	"0.614"	"0.242"	"0.171"	"0.132"	"0.111"	"0.109"	"6345.6"	"5901.6"	"6137.0"	"6459.9"	"3894.3"	"1535.8"	"1086.6"	"838.0"	"703.3"	"690.6"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"2.241"	"0"	"564.289699021482"	"18"
"False"	"IsMasterProtein"	"PF3D7_1341900"	"organism=Plasmodium_falciparum_3D7 | product=V-type proton ATPase subunit D, putative | location=Pf3D7_13_v3:1649113-1650649(-) | length=247 | sequence_SO=chromosome | SO=protein_coding"	"48.1781376518219"	"12"	"23"	"12"	"1"	"247"	"27.784"	"9.06"	""	"0.879"	"0.936"	"0.854"	"0.620"	"0.363"	"0.204"	"0.135"	"0.115"	"0.104"	"4364.1"	"3838.0"	"4086.6"	"3725.3"	"2705.7"	"1585.8"	"891.8"	"589.0"	"500.9"	"453.9"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"6.743"	"0"	"563.754285714286"	"12"
"False"	"IsMasterProtein"	"PF3D7_0822600"	"organism=Plasmodium_falciparum_3D7 | product=protein transport protein SEC23 (SEC23) | location=Pf3D7_08_v3:997055-999529(+) | length=759 | sequence_SO=chromosome | SO=protein_coding"	"22.1343873517787"	"16"	"30"	"16"	"1"	"759"	"86.114"	"6.34"	"Acetyl [N-Term]"	"0.892"	"0.814"	"0.553"	"0.412"	"0.192"	"0.129"	"0.115"	"0.095"	"0.087"	"3139.5"	"2801.5"	"2555.2"	"1735.8"	"1295.0"	"601.6"	"405.1"	"360.7"	"299.0"	"273.2"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"1.848"	"0"	"563.55380952381"	"16"
"False"	"IsMasterProtein"	"PF3D7_0509400"	"organism=Plasmodium_falciparum_3D7 | product=RNA polymerase I (RNAPI) | location=Pf3D7_05_v3:389914-398997(-) | length=2914 | sequence_SO=chromosome | SO=protein_coding"	"7.3095401509952"	"19"	"30"	"18"	"1"	"2914"	"340.462"	"6.11"	""	"0.918"	"0.917"	"0.872"	"0.695"	"0.662"	"0.669"	"0.700"	"0.599"	"0.673"	"3327.5"	"3055.8"	"3050.7"	"2902.2"	"2311.6"	"2202.4"	"2226.1"	"2329.7"	"1992.9"	"2241.0"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"0.329"	"0"	"559.573131609493"	"19"
"False"	"IsMasterProtein"	"PF3D7_0504000"	"organism=Plasmodium_falciparum_3D7 | product=cation transporting P-ATPase (ATPase3) | location=Pf3D7_05_v3:157625-164968(+) | length=2393 | sequence_SO=chromosome | SO=protein_coding"	"7.68909318846636"	"16"	"23"	"16"	"1"	"2393"	"282.86"	"7.23"	""	"0.894"	"0.926"	"0.869"	"0.748"	"0.726"	"0.811"	"0.829"	"0.734"	"0.748"	"3483.0"	"3115.3"	"3224.4"	"3025.3"	"2603.9"	"2527.7"	"2823.9"	"2886.2"	"2556.5"	"2604.7"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"21"	"0.482"	"0"	"559.14479014547"	"16"
"False"	"IsMasterProtein"	"PF3D7_1409900"	"organism=Plasmodium_falciparum_3D7 | product=cytidine diphosphate-diacylglycerol synthase (CDS) | location=Pf3D7_14_v3:389592-391595(+) | length=667 | sequence_SO=chromosome | SO=protein_coding"	"11.2443778110945"	"7"	"22"	"7"	"1"	"667"	"77.94"	"9.6"	""	"0.937"	"0.987"	"1.016"	"0.874"	"0.836"	"0.876"	"0.876"	"0.770"	"0.811"	"2809.6"	"2633.0"	"2772.7"	"2855.4"	"2456.1"	"2349.7"	"2461.6"	"2462.3"	"2162.9"	"2278.0"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"1.438"	"0"	"559.074507606962"	"7"
"False"	"IsMasterProtein"	"PF3D7_0307200"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein L7, putative | location=Pf3D7_03_v3:314976-316236(-) | length=257 | sequence_SO=chromosome | SO=protein_coding"	"28.7937743190661"	"9"	"35"	"9"	"1"	"257"	"30.504"	"10.35"	"Acetyl [N-Term]"	"0.762"	"0.542"	"0.426"	"0.356"	"0.327"	"0.336"	"0.342"	"0.280"	"0.265"	"7030.3"	"5360.6"	"3807.1"	"2996.1"	"2506.1"	"2301.2"	"2362.7"	"2404.1"	"1965.1"	"1863.4"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"13.251"	"0"	"558.448444181665"	"9"
"False"	"IsMasterProtein"	"PF3D7_0303700"	"organism=Plasmodium_falciparum_3D7 | product=lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex (BCKDH-E2) | location=Pf3D7_03_v3:191245-192591(-) | length=448 | sequence_SO=chromosome | SO=protein_coding"	"28.7946428571429"	"12"	"24"	"12"	"1"	"448"	"50.958"	"5.62"	""	"0.911"	"0.964"	"0.963"	"0.796"	"0.649"	"0.364"	"0.213"	"0.165"	"0.146"	"3111.0"	"2833.8"	"3000.3"	"2994.8"	"2476.0"	"2020.5"	"1131.2"	"661.1"	"511.9"	"452.7"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"12"	"2.3"	"0"	"558.21"	"12"
"False"	"IsMasterProtein"	"PF3D7_1237400"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_12_v3:1558909-1560623(+) | length=438 | sequence_SO=chromosome | SO=protein_coding"	"29.4520547945205"	"12"	"23"	"12"	"1"	"438"	"51.264"	"7.01"	""	"0.913"	"0.960"	"0.960"	"0.764"	"0.730"	"0.711"	"0.665"	"0.357"	"0.195"	"2405.0"	"2195.3"	"2308.6"	"2309.7"	"1837.6"	"1755.8"	"1710.7"	"1599.7"	"857.7"	"468.9"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"2.162"	"0"	"557.60913972459"	"12"
"False"	"IsMasterProtein"	"PF3D7_1224500"	"organism=Plasmodium_falciparum_3D7 | product=histone chaperone ASF1, putative (ASF1) | location=Pf3D7_12_v3:998353-999275(+) | length=273 | sequence_SO=chromosome | SO=protein_coding"	"37.3626373626374"	"10"	"33"	"10"	"1"	"273"	"31.527"	"4.49"	""	"0.953"	"0.914"	"0.831"	"0.447"	"0.354"	"0.333"	"0.317"	"0.285"	"0.266"	"3876.5"	"3694.5"	"3544.5"	"3222.5"	"1733.5"	"1372.6"	"1289.9"	"1230.7"	"1105.0"	"1031.0"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"10.788"	"0"	"556.01"	"10"
"False"	"IsMasterProtein"	"PF3D7_0504800"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_05_v3:187813-204732(-) | length=5639 | sequence_SO=chromosome | SO=protein_coding"	"4.45114381982621"	"24"	"31"	"24"	"1"	"5639"	"671.597"	"7.47"	""	"0.929"	"0.933"	"0.864"	"0.724"	"0.667"	"0.679"	"0.667"	"0.584"	"0.595"	"3989.7"	"3704.5"	"3723.9"	"3446.0"	"2888.5"	"2662.1"	"2708.2"	"2661.1"	"2331.6"	"2372.5"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"23"	"0.182"	"0"	"555.354039756014"	"24"
"False"	"IsMasterProtein"	"PF3D7_0532100"	"organism=Plasmodium_falciparum_3D7 | product=early transcribed membrane protein 5 (ETRAMP5) | location=Pf3D7_05_v3:1301224-1301769(+) | length=181 | sequence_SO=chromosome | SO=protein_coding"	"17.1270718232044"	"2"	"14"	"2"	"1"	"181"	"19.018"	"5.41"	""	"0.912"	"0.881"	"0.645"	"0.417"	"0.335"	"0.340"	"0.310"	"0.290"	"0.272"	"1251.2"	"1140.8"	"1101.9"	"807.3"	"521.3"	"418.7"	"425.8"	"387.8"	"362.5"	"340.6"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"9"	"0"	"554.350815632913"	"2"
"False"	"IsMasterProtein"	"PF3D7_1120500"	"organism=Plasmodium_falciparum_3D7 | product=tRNA nucleotidyltransferase, putative | location=Pf3D7_11_v3:772539-775042(+) | length=791 | sequence_SO=chromosome | SO=protein_coding"	"22.5031605562579"	"17"	"38"	"17"	"1"	"791"	"94.345"	"8.95"	""	"0.927"	"0.963"	"0.977"	"0.681"	"0.230"	"0.130"	"0.102"	"0.088"	"0.079"	"5594.4"	"5188.3"	"5389.2"	"5464.4"	"3810.2"	"1285.9"	"729.0"	"571.6"	"490.4"	"442.4"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"19"	"1.955"	"0"	"552.182969667856"	"17"
"False"	"IsMasterProtein"	"PF3D7_1435500"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:1436280-1437044(+) | length=254 | sequence_SO=chromosome | SO=protein_coding"	"34.251968503937"	"7"	"42"	"7"	"1"	"254"	"30.461"	"5.14"	""	"0.889"	"0.927"	"0.880"	"0.795"	"0.730"	"0.747"	"0.745"	"0.671"	"0.725"	"3487.9"	"3101.4"	"3233.4"	"3070.1"	"2771.7"	"2545.0"	"2604.2"	"2599.8"	"2339.9"	"2529.0"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"14"	"10.788"	"0"	"550.545741786057"	"7"
"False"	"IsMasterProtein"	"PF3D7_1006700"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_10_v3:274091-275426(+) | length=383 | sequence_SO=chromosome | SO=protein_coding"	"20.88772845953"	"7"	"32"	"7"	"1"	"383"	"45.596"	"7.46"	""	"0.949"	"0.951"	"1.000"	"0.759"	"0.730"	"0.742"	"0.756"	"0.676"	"0.692"	"1814.3"	"1721.2"	"1726.3"	"1814.1"	"1377.1"	"1323.9"	"1346.0"	"1372.1"	"1226.0"	"1255.8"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"5.579"	"0"	"547.793040930801"	"7"
"False"	"IsMasterProtein"	"PF3D7_1328100"	"organism=Plasmodium_falciparum_3D7 | product=proteasome subunit beta type-7, putative | location=Pf3D7_13_v3:1184208-1185020(+) | length=270 | sequence_SO=chromosome | SO=protein_coding"	"27.4074074074074"	"10"	"38"	"10"	"1"	"270"	"29.942"	"7.84"	""	"0.963"	"0.949"	"0.919"	"0.775"	"0.726"	"0.716"	"0.560"	"0.218"	"0.184"	"6691.4"	"6444.7"	"6350.6"	"6150.5"	"5183.1"	"4859.2"	"4791.1"	"3748.1"	"1456.7"	"1228.4"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"13"	"7.66"	"0"	"547.16"	"10"
"False"	"IsMasterProtein"	"PF3D7_1465900"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S3 | location=Pf3D7_14_v3:2684141-2685534(+) | length=221 | sequence_SO=chromosome | SO=protein_coding"	"45.2488687782805"	"11"	"32"	"11"	"1"	"221"	"24.652"	"10.18"	""	"0.874"	"0.609"	"0.276"	"0.162"	"0.131"	"0.110"	"0.098"	"0.083"	"0.077"	"6631.8"	"5798.8"	"4041.4"	"1833.4"	"1075.8"	"869.8"	"726.2"	"649.8"	"553.6"	"513.3"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"9"	"0"	"545.548240003926"	"11"
"False"	"IsMasterProtein"	"PF3D7_0803100"	"organism=Plasmodium_falciparum_3D7 | product=U3 small nucleolar RNA-associated protein 14, putative (UTP14) | location=Pf3D7_08_v3:199181-202918(-) | length=1245 | sequence_SO=chromosome | SO=protein_coding"	"24.2570281124498"	"19"	"42"	"19"	"1"	"1245"	"147.822"	"5.4"	""	"0.989"	"0.979"	"0.989"	"0.785"	"0.771"	"0.765"	"0.821"	"0.669"	"0.766"	"3937.9"	"3895.4"	"3855.0"	"3895.8"	"3090.1"	"3037.3"	"3012.5"	"3233.6"	"2633.0"	"3014.9"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"25"	"1.462"	"0"	"544.208481932648"	"19"
"False"	"IsMasterProtein"	"PF3D7_1473700"	"organism=Plasmodium_falciparum_3D7 | product=nucleoporin NUP116/NSP116, putative (NUP116) | location=Pf3D7_14_v3:2998594-3002355(-) | length=1253 | sequence_SO=chromosome | SO=protein_coding"	"10.9337589784517"	"13"	"23"	"13"	"1"	"1253"	"142.121"	"8.27"	""	"0.882"	"0.925"	"0.875"	"0.710"	"0.626"	"0.628"	"0.551"	"0.449"	"0.421"	"2872.3"	"2534.1"	"2656.3"	"2512.8"	"2040.2"	"1797.8"	"1804.1"	"1581.7"	"1290.6"	"1210.6"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"16"	"0.887"	"0"	"541.739316187209"	"13"
"False"	"IsMasterProtein"	"PF3D7_1020900"	"organism=Plasmodium_falciparum_3D7 | product=ADP-ribosylation factor (ARF1) | location=Pf3D7_10_v3:845086-846192(-) | length=181 | sequence_SO=chromosome | SO=protein_coding"	"33.7016574585635"	"6"	"21"	"5"	"1"	"181"	"20.899"	"6.21"	""	"1.065"	"0.996"	"1.044"	"0.718"	"0.606"	"0.428"	"0.201"	"0.107"	"0.077"	"1966.3"	"2095.0"	"1959.4"	"2051.9"	"1410.9"	"1191.8"	"841.0"	"395.1"	"210.7"	"151.1"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"9"	"1"	"540.965837149929"	"6"
"False"	"IsMasterProtein"	"PF3D7_1215300"	"organism=Plasmodium_falciparum_3D7 | product=10 kDa chaperonin (CPN10) | location=Pf3D7_12_v3:629009-629667(-) | length=103 | sequence_SO=chromosome | SO=protein_coding"	"71.8446601941748"	"7"	"26"	"7"	"1"	"103"	"11.143"	"5.52"	""	"0.913"	"0.938"	"0.896"	"0.743"	"0.664"	"0.694"	"0.661"	"0.576"	"0.592"	"2083.1"	"1901.5"	"1953.3"	"1867.2"	"1546.8"	"1382.4"	"1444.7"	"1376.9"	"1199.9"	"1233.1"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"7"	"6.743"	"0"	"540.769243988951"	"7"
"False"	"IsMasterProtein"	"PF3D7_1319300"	"organism=Plasmodium_falciparum_3D7 | product=N2,N2-dimethylguanosine tRNA methyltransferase, putative | location=Pf3D7_13_v3:795939-798353(-) | length=804 | sequence_SO=chromosome | SO=protein_coding"	"26.6169154228856"	"18"	"40"	"18"	"1"	"804"	"94.757"	"8.31"	""	"0.885"	"0.736"	"0.438"	"0.200"	"0.174"	"0.153"	"0.137"	"0.130"	"0.120"	"5934.0"	"5252.3"	"4369.5"	"2598.8"	"1189.3"	"1030.6"	"909.6"	"810.9"	"772.0"	"710.5"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"2.393"	"0"	"540.62533227469"	"18"
"False"	"IsMasterProtein"	"PF3D7_1031600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function (GEXP15) | location=Pf3D7_10_v3:1275863-1278577(+) | length=904 | sequence_SO=chromosome | SO=protein_coding"	"24.5575221238938"	"19"	"25"	"19"	"1"	"904"	"106.624"	"4.69"	""	"0.925"	"0.921"	"0.705"	"0.474"	"0.416"	"0.404"	"0.419"	"0.372"	"0.370"	"3833.3"	"3544.1"	"3529.5"	"2703.4"	"1816.4"	"1593.3"	"1548.1"	"1605.0"	"1424.8"	"1418.8"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"20"	"1.264"	"0"	"540.445020540432"	"19"
"False"	"IsMasterProtein"	"PF3D7_0410800"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_04_v3:485832-489728(+) | length=1298 | sequence_SO=chromosome | SO=protein_coding"	"17.7195685670262"	"20"	"39"	"20"	"1"	"1298"	"150.176"	"6.61"	""	"0.978"	"0.960"	"0.943"	"0.771"	"0.723"	"0.744"	"0.774"	"0.670"	"0.711"	"3876.3"	"3789.1"	"3719.8"	"3653.9"	"2988.1"	"2803.0"	"2882.1"	"2999.0"	"2597.9"	"2756.3"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"24"	"1.668"	"0"	"537.891290322581"	"20"
"False"	"IsMasterProtein"	"PF3D7_1026800"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S2 (RPS2) | location=Pf3D7_10_v3:1122962-1124037(+) | length=263 | sequence_SO=chromosome | SO=protein_coding"	"33.8403041825095"	"8"	"34"	"8"	"1"	"263"	"29.837"	"6.25"	""	"0.985"	"1.013"	"0.969"	"0.394"	"0.363"	"0.324"	"0.343"	"0.284"	"0.318"	"4376.7"	"4309.8"	"4435.4"	"4242.4"	"1723.8"	"1589.8"	"1416.6"	"1502.1"	"1241.7"	"1392.5"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"11"	"6.499"	"0"	"537.032497937511"	"8"
"False"	"IsMasterProtein"	"PF3D7_1249300"	"organism=Plasmodium_falciparum_3D7 | product=protein phosphatase PPM4, putative (PPM4) | location=Pf3D7_12_v3:2012643-2015726(+) | length=1027 | sequence_SO=chromosome | SO=protein_coding"	"19.3768257059396"	"19"	"34"	"19"	"1"	"1027"	"119.531"	"4.79"	""	"0.905"	"0.925"	"0.833"	"0.612"	"0.521"	"0.531"	"0.532"	"0.464"	"0.464"	"4673.6"	"4229.6"	"4324.7"	"3894.3"	"2862.0"	"2434.3"	"2483.7"	"2486.8"	"2169.1"	"2168.2"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"22"	"1.795"	"0"	"536.566515278776"	"19"
